Linha_Sentido,Paradas
0.91_IDA,"[(165066.3821182982, 8246188.962867392), (165147.7214252566, 8246084.740045635), (165320.87334915885, 8245863.339175447), (165520.02628732193, 8245595.081347388), (165694.2261579281, 8245374.1970518995), (165893.04818055694, 8245105.239682342), (166009.1294995298, 8244782.21240424), (166011.46333288448, 8244736.316138617), (166262.48939275573, 8244928.362519609), (166369.8941450636, 8245013.910537685), (166567.3456544727, 8245159.886064735), (166561.62935303358, 8245198.008419291), (166284.25401586594, 8245432.138725322), (166096.50401918904, 8245670.525946256), (165914.86397792283, 8245917.080221822), (165720.9834870413, 8246164.797807722), (165542.11253701884, 8246407.166716077), (165663.22073302444, 8246550.669538258), (165698.12725484878, 8246562.477189509), (165896.4892830797, 8246653.714257809), (166069.75701022218, 8246432.5278254645), (166268.49359953575, 8246165.268395027), (166445.8778726036, 8245938.225150421), (166641.68063157707, 8245675.672724702), (166761.00372559112, 8245350.729760013), (166802.8249543683, 8245339.959928317), (167070.53466524725, 8245542.2282504495), (167320.06954383053, 8245738.636475468), (167648.10633403776, 8245989.091153697), (167791.44562171825, 8246099.773847772), (167804.75348093407, 8246106.284904732), (167941.49350134787, 8246189.898546626), (167998.30943570723, 8246222.359583633), (168273.9982810286, 8246375.425678404), (168304.9312649576, 8246391.212342332), (168773.60369073047, 8246586.27681718), (171404.94572179046, 8246742.039669225), (172310.74669121916, 8247263.91736058), (172489.67827634962, 8247321.736669394), (172738.1688535731, 8247408.464401589), (172899.71265114538, 8247462.900317698), (177125.67624673818, 8248843.029012033), (177691.56824776824, 8249067.441492001), (177862.23087342991, 8249126.941739344), (179337.55889603397, 8249647.600470212), (179905.5561135404, 8249571.627654727), (180261.219828193, 8249528.746669898), (181876.87818808676, 8250650.864061548), (182121.89253029693, 8250618.635031798), (182621.92047339652, 8250546.205382824), (182826.94562184345, 8250518.689499012), (183234.66213686304, 8250459.671085116), (183545.11345233148, 8250416.049456448), (183789.85825492954, 8250322.698240976), (183975.37012426648, 8251067.640989853), (184363.4025047848, 8251377.096155528), (184588.89091296168, 8251608.719979984), (184792.9819504841, 8251787.857493263), (185131.2727958475, 8251914.707167123), (185741.8070985145, 8252035.311287155), (185830.88624361219, 8250838.454979459), (186268.55091198665, 8250702.471723264), (186561.99509022455, 8250876.643049596), (186849.93402437822, 8251058.734312307), (187146.6312483866, 8251235.036766411), (187549.98258342498, 8251858.546947478), (187655.590262177, 8252198.856665878)]"
933.3_CIRCULAR,"[(165066.3821182982, 8246188.962867392), (165147.7214252566, 8246084.740045635), (165167.42797609838, 8246120.956699588), (165320.87334915885, 8245863.339175447), (165520.02628732193, 8245595.081347388), (165694.2261579281, 8245374.1970518995), (165893.04818055694, 8245105.239682342), (166009.1294995298, 8244782.21240424), (165825.20518187064, 8244592.504782877), (166011.46333288448, 8244736.316138617), (166262.48939275573, 8244928.362519609), (166369.8941450636, 8245013.910537685), (166567.3456544727, 8245159.886064735), (166561.62935303358, 8245198.008419291), (166284.25401586594, 8245432.138725322), (166096.50401918904, 8245670.525946256), (165914.86397792283, 8245917.080221822), (165720.9834870413, 8246164.797807722), (165542.11253701884, 8246407.166716077), (165698.12725484878, 8246562.477189509), (165896.4892830797, 8246653.714257809), (166069.75701022218, 8246432.5278254645), (166268.49359953575, 8246165.268395027), (166445.8778726036, 8245938.225150421), (166641.68063157707, 8245675.672724702), (166761.00372559112, 8245350.729760013), (166802.8249543683, 8245339.959928317), (167070.53466524725, 8245542.2282504495), (167320.06954383053, 8245738.636475468), (167648.10633403776, 8245989.091153697), (167791.44562171825, 8246099.773847772), (167804.75348093407, 8246106.284904732), (167941.49350134787, 8246189.898546626), (167998.30943570723, 8246222.359583633), (168065.0260184936, 8246683.878029943), (167883.1339435527, 8247004.195220447), (167763.9643015599, 8247220.228728955), (167599.0356698786, 8247513.685414513), (167463.3325770597, 8247757.175408455), (167334.08732517643, 8247988.761941827), (167160.8006082978, 8248304.731351359), (167121.25278159403, 8248628.567359627), (167570.70406640423, 8248875.5959754605), (167973.38038960562, 8249102.723645786), (168402.7399665194, 8249341.570707957), (168744.61632730888, 8249510.619342901), (169217.31393931631, 8249699.324035059), (169484.40436272364, 8249791.060906599), (169907.8670455879, 8249939.712230459), (170226.53843609188, 8250051.324065622), (170367.53041265023, 8250103.19014594), (170500.53585922284, 8250146.593900529), (170825.54281607995, 8250260.188197313), (171181.21195811767, 8250383.860882785), (171124.0097011887, 8250419.084584851), (170819.81977358088, 8250307.475829275), (170817.0527635828, 8250308.048229471), (170513.50725335395, 8250200.410502344), (170512.7572055175, 8250199.914222839), (170353.53166129318, 8250145.852611572), (170351.2565368918, 8250145.670815569), (170080.87232598063, 8250054.699381557), (169741.4361865971, 8249931.398418554), (169282.38548958345, 8249774.499381668), (168699.0190743159, 8249545.4972434435), (168547.21637457676, 8249474.051835135), (168280.91324930472, 8249333.293501657), (167924.5568189979, 8249135.657345781), (167513.94090545987, 8248902.459380739), (167129.98229662742, 8248688.099414002), (167139.0074335813, 8248267.152310461), (167310.37492055408, 8247968.232953119), (167441.32251018583, 8247728.9806866115), (167557.6841022087, 8247526.821849384), (167742.11672835928, 8247191.701847178), (167839.3226331064, 8247024.2624859745), (168043.39120311238, 8246655.220946046), (167980.54766440898, 8246255.994440573), (167901.49646830384, 8246214.142587584), (167537.8477560452, 8245957.865674473), (167286.58344681124, 8245753.722239096), (167054.49241383915, 8245576.386522883), (166666.30688954407, 8245708.140943089), (166471.1449619131, 8245956.763868582), (166293.39943982026, 8246197.854489161), (166098.40036501343, 8246445.996212034), (165915.86507707793, 8246690.990587046), (165663.22073302444, 8246550.669538258), (165521.24466645357, 8246369.311305438), (165698.62570431945, 8246142.195804981), (165886.5941679127, 8245889.451039708), (166071.94842977004, 8245653.921790052), (166257.50475771917, 8245403.334263694), (166256.80722305394, 8244968.247602914), (166077.9913516864, 8244918.699388463), (165718.6135026803, 8245389.821147568), (165543.9055658441, 8245628.711845639), (165345.87210790394, 8245881.334510541)]"
152.5_CIRCULAR,"[(190700.7218567105, 8252055.426684973), (190287.4995396006, 8252206.009815295), (189228.44890859054, 8252576.6587803885), (188515.5462853107, 8252693.161140456), (188187.29671134806, 8252441.570394459), (188137.62332175084, 8252271.957489217), (188064.6727569389, 8252039.727711951), (187925.63164508637, 8251595.639597445), (187103.26473628732, 8251248.850189413), (186831.07321159306, 8251075.572377272), (186521.85079469954, 8250892.890755431), (186254.35787243582, 8250722.207300155), (185559.89969279908, 8251147.2224617), (185277.09565745894, 8250957.119967743), (185039.9753937817, 8250797.2532949), (184943.92468433894, 8249947.777622282), (184737.3557663792, 8249865.528800696), (184439.51997198872, 8250042.61587898), (184338.23372079546, 8250251.416583887), (184372.46212157595, 8250583.727623621), (184546.394339001, 8250920.928317716), (184588.89091296168, 8251608.719979984), (184831.84051498846, 8252119.97219266), (185106.56529994478, 8252222.312263331), (185358.87654462396, 8252324.719356614), (185598.26816411343, 8252531.319548983), (185871.40391682571, 8252741.789380692), (185872.33646705394, 8252416.266329836), (185741.8070985145, 8252035.311287155), (185830.88624361219, 8250838.454979459), (186268.55091198665, 8250702.471723264), (186561.99509022455, 8250876.643049596), (186849.93402437822, 8251058.734312307), (187146.6312483866, 8251235.036766411), (187952.71876656773, 8251525.887085494), (188103.16034872946, 8252030.295186966), (188198.7949011252, 8252338.239557435), (188447.8285650903, 8252466.319771483), (190614.56612201524, 8251752.935679532)]"
0.043_CIRCULAR,"[(165066.3821182982, 8246188.962867392), (165147.7214252566, 8246084.740045635), (165167.42797609838, 8246120.956699588), (165312.80554176215, 8246270.71143673), (165521.24466645357, 8246369.311305438), (165698.62570431945, 8246142.195804981), (165886.5941679127, 8245889.451039708), (166071.94842977004, 8245653.921790052), (166257.50475771917, 8245403.334263694), (166256.80722305394, 8244968.247602914), (166009.1294995298, 8244782.21240424), (166011.46333288448, 8244736.316138617), (166262.48939275573, 8244928.362519609), (166369.8941450636, 8245013.910537685), (166567.3456544727, 8245159.886064735), (166802.8249543683, 8245339.959928317), (167070.53466524725, 8245542.2282504495), (167320.06954383053, 8245738.636475468), (167648.10633403776, 8245989.091153697), (167791.44562171825, 8246099.773847772), (167804.75348093407, 8246106.284904732), (167941.49350134787, 8246189.898546626), (167998.30943570723, 8246222.359583633), (168273.9982810286, 8246375.425678404), (168304.9312649576, 8246391.212342332), (168773.60369073047, 8246586.27681718), (171404.94572179046, 8246742.039669225), (172089.56452803678, 8247236.786105577), (171990.80093974355, 8247514.163408695), (171895.4800043299, 8247785.959968808), (171755.14982920868, 8248186.343905344), (171363.70177431425, 8249309.170645634), (171225.97349194478, 8249704.930637629), (171065.1258090563, 8250163.931500069), (171181.21195811767, 8250383.860882785), (171567.04638908323, 8250513.174571648), (171886.34057120542, 8250624.901242833), (172286.8178115528, 8250765.3682929315), (172694.38853213168, 8251256.026620022), (172994.4497495619, 8251418.955374993), (173411.58277730498, 8251424.756329878), (173723.3472387409, 8251426.837814164), (173913.29586710807, 8251429.2504966725), (174107.65605389673, 8251432.09433435), (174393.2566027757, 8251434.544177299), (174587.02953006, 8251430.424210414), (175110.2152914307, 8251440.361179662), (175339.74327774727, 8251442.243471404), (175469.38317383511, 8251455.164020713), (175869.1186339852, 8251529.015304631), (176127.0822687353, 8251459.757373454), (176117.78681620854, 8251417.204322557), (176139.95992550935, 8251135.90526258), (176249.10437017033, 8251125.709466599), (176272.41530153318, 8251137.446563412), (176593.8390540392, 8251127.749108141), (176808.95849930256, 8250855.466917104), (176789.8337715113, 8250826.243542346), (176658.59098994668, 8250503.79237121), (176646.677027409, 8250513.793739314), (176216.24899290194, 8250510.990708336), (176182.35837421002, 8250499.3809354985), (176165.7107141149, 8250499.476758412), (175759.66800371147, 8250507.045101347), (175759.5041826668, 8250495.745261955), (175253.51057350292, 8250490.382772238), (175230.09280940294, 8250503.145387107), (174959.25928041368, 8250489.213164929), (174949.1111764977, 8250498.683038977), (174514.22417791525, 8250482.374720148), (174484.63221954973, 8250497.114956465), (174026.7547318237, 8250495.578308379), (174155.06199433038, 8249865.845800122), (174295.57417521742, 8249859.231288999), (174458.398926317, 8249860.330888967), (174871.0156524855, 8249862.457705461), (175181.89007807933, 8249862.082522383), (175467.72960792098, 8249867.9086734075), (175469.8626967095, 8249878.809008061), (175691.2093637164, 8249882.161208842), (175703.39813070506, 8249871.021194238), (175798.91249080782, 8249876.665769615), (176162.24048254572, 8249871.065580845), (176237.3867451794, 8249886.39188679), (176425.92230051028, 8249835.381221201), (176424.54174475715, 8249721.59702288), (176431.04081318917, 8249730.235051949), (176621.0030152803, 8249604.595441982), (176662.76504402555, 8249244.700999515), (176775.18533139775, 8249225.649517635), (176899.68221376045, 8249229.272390559), (176901.61162536338, 8249138.43382699), (176097.2897934406, 8251935.901340252), (176044.72476973984, 8251568.411973741), (175853.6739828022, 8251535.686401467), (175494.94264691387, 8251468.298531885), (175366.89660626178, 8251451.654878175), (175098.34500697633, 8251451.206489245), (174527.73380143128, 8251450.408062423), (174379.9281162654, 8251445.619410208), (174116.17597242852, 8251441.092286825), (173933.19597440382, 8251440.9159276765), (173762.66539011884, 8251438.046221213), (173381.4995789068, 8251434.521827668), (172979.0813690583, 8251432.208868684), (172572.67125308537, 8251071.489834009), (172572.67125308537, 8251071.489834009), (171999.7139568383, 8250695.6725635845), (171760.63063164306, 8250611.52867145), (171469.93278190808, 8250509.0515749585), (171417.7306288112, 8250197.711362275), (171509.52984115318, 8249931.358762699), (171655.88096494167, 8249510.875457735), (171728.64715178605, 8249303.469779218), (171872.21103248256, 8248885.9055177495), (172128.80831880632, 8248153.41065823), (172256.51735479492, 8247792.099760882), (172352.7327826214, 8247517.912550756), (172379.15614199458, 8247052.322194844), (169967.38112360513, 8246984.366845503), (169965.4435022415, 8246984.714306501), (169306.8157386504, 8246852.804164134), (169256.81717423454, 8246837.451138957), (169253.7856264586, 8246834.742862694), (169253.7856264586, 8246834.742862694), (168736.829993859, 8246656.755334705), (168409.66984644512, 8246493.728238771), (167980.54766440898, 8246255.994440573), (167901.49646830384, 8246214.142587584), (167537.8477560452, 8245957.865674473), (167286.58344681124, 8245753.722239096), (167054.49241383915, 8245576.386522883), (166761.00372559112, 8245350.729760013), (166561.62935303358, 8245198.008419291), (166284.25401586594, 8245432.138725322), (166096.50401918904, 8245670.525946256), (165914.86397792283, 8245917.080221822), (165720.9834870413, 8246164.797807722), (165542.11253701884, 8246407.166716077), (165290.07341759052, 8246265.996980854)]"
0.197_VOLTA,"[(188739.5290032365, 8258122.98075948), (189285.61650584632, 8257858.764298311), (189406.00966588032, 8257490.907248838), (189510.99294595528, 8257168.520470135), (189629.4939881902, 8256805.2914250465), (189734.96094241293, 8256481.893770757), (189851.29972286883, 8256124.173616398), (189957.58434905877, 8255797.271529938), (190076.22523004655, 8255434.331641055), (190179.6754340932, 8255115.173147885), (190297.81348333115, 8254751.666301979), (190377.06409137356, 8254464.735386114), (190447.44960968898, 8254183.485237617), (190506.04257028562, 8253843.892649552), (190547.71457660716, 8253513.445100055), (190575.77520444727, 8253170.847098725), (190570.83115485572, 8252698.3407064015), (192248.2845967843, 8251280.160657467), (192427.09647584136, 8251224.526916704), (192605.1303469413, 8251169.302328822), (192968.6177473792, 8251056.569322089), (193331.159927079, 8250944.680728183), (194309.4637950105, 8250875.231044563), (195017.21486398455, 8249953.177769543), (196486.38575385814, 8249057.564965221), (197263.56197022658, 8247706.0854176115), (197837.41603129182, 8243833.589278364), (197736.91071373824, 8243474.878599429), (197648.0314424386, 8243014.513078202), (197679.75679073692, 8242110.457713116), (198334.71244504617, 8241729.940016305), (199685.5088413729, 8241326.24159702), (200060.69863402058, 8241239.935545069), (200611.25559263641, 8241067.021759202), (201084.1414569188, 8240585.720902843), (201362.0733125364, 8240404.945237557), (201705.36686018464, 8240437.027094214), (202645.6289753648, 8239870.713782988), (202919.22758317628, 8239670.6440555835), (203169.33444641362, 8239492.157712286), (204081.52177244326, 8238838.235741503), (204408.49042603705, 8238559.0635735765), (205062.8138132959, 8239143.505683256), (205066.42158899218, 8239289.576521894), (205046.8231756249, 8239382.937630012), (205026.5611759388, 8239486.763057743), (205048.559903419, 8239687.7296668505), (205164.72351063474, 8239640.859515105), (205186.42741059297, 8239483.710711404), (205217.26927831763, 8239378.2526777405), (205229.9100288868, 8239264.5980609935), (205274.3270673816, 8239049.067332439), (205305.0596209069, 8238891.385954278), (205254.93829420675, 8238798.728575391), (204909.83861080068, 8238778.965685713)]"
147.9_VOLTA,"[(188739.5290032365, 8258122.98075948), (190839.14862763733, 8257827.82893559), (191195.70479527093, 8256729.632295212), (191284.0880964324, 8256454.096225104), (191418.43094070093, 8256043.022203985), (191507.62286736548, 8255769.800581458), (191641.23101275216, 8255360.600856469), (191739.2049889211, 8255050.697440404), (191823.10985737323, 8254885.60838532), (192447.40446611476, 8255515.561719373), (192866.37049687494, 8254937.397287484), (192725.59493604876, 8254728.149220886), (192527.36229192652, 8254813.606416673), (192368.06408363255, 8254771.573265792), (192316.87476690835, 8254752.922866488), (191837.3766581112, 8254684.322214607), (191923.40194752713, 8254271.309801895), (191981.83519651508, 8253892.5841361545), (192019.4669808585, 8253519.793717872), (192044.30461300386, 8253163.1688892925), (192092.68032669244, 8252624.283785263), (191998.43258927783, 8252085.662794854), (191896.1295499169, 8251749.522870702), (192248.2845967843, 8251280.160657467), (192427.09647584136, 8251224.526916704), (192605.1303469413, 8251169.302328822), (192968.6177473792, 8251056.569322089), (193331.159927079, 8250944.680728183), (194309.4637950105, 8250875.231044563), (195017.21486398455, 8249953.177769543), (196486.38575385814, 8249057.564965221), (197263.56197022658, 8247706.0854176115), (197837.41603129182, 8243833.589278364), (197736.91071373824, 8243474.878599429), (197648.0314424386, 8243014.513078202), (197679.75679073692, 8242110.457713116), (198334.71244504617, 8241729.940016305), (199685.5088413729, 8241326.24159702), (200060.69863402058, 8241239.935545069), (200611.25559263641, 8241067.021759202), (201084.1414569188, 8240585.720902843), (201362.0733125364, 8240404.945237557), (201533.82987739885, 8240452.089653893), (201619.20122879866, 8240545.234718822), (201661.89845528634, 8240578.6025144365), (201827.31003264047, 8240791.65526369), (202002.356445782, 8241033.889383874), (202375.34150780737, 8241295.20172429), (202664.22995448124, 8240654.517943618), (202778.81337843253, 8240416.174748814), (202983.41726402158, 8240185.705789004), (203402.01456548885, 8239851.588810603), (203563.35627775732, 8239770.4993793145), (203759.06141387037, 8239835.761532827), (203998.51018066856, 8239679.411022156), (204008.6459814058, 8239693.926331782), (204032.2817704231, 8239680.461086838), (204258.48630814115, 8239558.561824587), (204390.25785044627, 8239304.682305015), (204389.1099912179, 8239301.573586318), (204479.62545442337, 8239091.531378238), (204617.9437370567, 8238783.3314735005), (204909.83861080068, 8238778.965685713), (205254.93829420675, 8238798.728575391), (205305.0596209069, 8238891.385954278), (205274.3270673816, 8239049.067332439), (205229.9100288868, 8239264.5980609935), (205217.26927831763, 8239378.2526777405), (205186.42741059297, 8239483.710711404), (205164.72351063474, 8239640.859515105), (205048.559903419, 8239687.7296668505), (204997.76117320254, 8239615.201351086), (205026.5611759388, 8239486.763057743), (205046.8231756249, 8239382.937630012), (205066.42158899218, 8239289.576521894), (205062.8138132959, 8239143.505683256)]"
0.601_VOLTA,"[(186053.45980903215, 8247516.6907029245), (186258.52351777864, 8247469.846344761), (187072.22658845445, 8247383.004141379), (187645.89030506217, 8247822.551024338), (187805.38706460723, 8247943.369788971), (187830.0125355677, 8247962.390310183), (187853.93926800237, 8247980.250713098), (188216.26218335005, 8248260.679853225), (188378.9354893385, 8248383.499398395), (188402.48035636186, 8248401.917040994), (188425.95554958069, 8248419.445396715), (188789.02779485492, 8248700.512352758), (188953.02908288717, 8248825.839415364), (188969.94882713517, 8248838.654640195), (188989.63155047703, 8248853.86574664), (189360.7360385759, 8249141.672259031), (189521.27218557178, 8249273.179741239), (189541.14006917196, 8249288.773466739), (189563.04693415278, 8249307.487484518), (189901.5445094383, 8249626.448272564), (190050.59498359475, 8249779.276529618), (190066.40462629267, 8249795.898903272), (190401.226520792, 8250185.335211844), (190518.9790252414, 8250324.684232738), (190538.2370255322, 8250347.971060442), (190556.8727935207, 8250370.860138321), (190845.54068315975, 8250787.819562267), (191225.63215564645, 8251734.843398984), (191256.79794562783, 8251833.370585918), (191445.6404575478, 8252759.306318941), (191415.14943195877, 8253485.861917296), (191318.86587358304, 8254210.279842323), (191150.98508697763, 8254915.668352024), (190928.4330635143, 8255602.827927026), (190704.75703903034, 8256288.320898135), (190481.93401815728, 8256971.822078447), (190320.08429733466, 8257469.515508374), (190257.7795874265, 8257659.987830504), (190158.113002, 8257954.6569), (190119.75460841655, 8258082.926641888), (189641.2509800076, 8259333.669484495), (189392.45437412002, 8260098.612968974), (189663.21501402854, 8261033.821125584), (193004.38704442861, 8263189.776081482), (193584.09410389673, 8263419.413753274), (196082.19555351083, 8264286.51081983), (198246.33273415203, 8265557.205401793), (201063.2705515445, 8267042.039497555), (201678.56003747272, 8267315.171059044), (202542.9011582734, 8267766.601804849), (203347.91158095165, 8268169.228364787), (203509.76642696807, 8268245.978662552), (203992.19539162744, 8268484.040558174), (204308.25209006912, 8268640.751800753), (207987.56035228432, 8270668.619872486), (208081.97409407422, 8270727.219864501), (208892.61102127266, 8271204.005238713), (210103.8987948603, 8271923.0467600655), (210841.57839658717, 8272360.754038684), (211247.84657611995, 8272601.911557232), (212101.2258586426, 8273106.6856008535), (212105.47632816504, 8273111.978037528), (212984.8827715295, 8273613.644604738), (212984.09701306763, 8273615.024878233), (213212.8363943349, 8273500.563459065), (213478.66601827973, 8272764.251928936), (213466.60284348816, 8272390.335447041), (213465.33008182375, 8272366.149137206), (213465.33008182375, 8272366.149137206), (213430.88165779324, 8271535.466510311), (213901.5787903528, 8271222.999190341), (214447.62999287748, 8271197.057750379), (214456.82649249778, 8270905.795557113), (214466.36316461136, 8270907.656371185), (214481.930719934, 8270828.477519451), (214835.18816738162, 8270422.208424331), (215080.6749794199, 8270410.744931648), (215467.39302015572, 8270316.862459423), (215820.5187393835, 8270527.714913378), (215828.79589275765, 8270803.733106448), (215554.05688761256, 8270883.069454297), (215313.3817967128, 8271352.280431647), (215315.42020969075, 8271512.731610089), (215324.99353353464, 8271741.9310556995), (215340.7279002029, 8272194.003863799), (215814.89545953542, 8271894.674870089)]"
0.178_CIRCULAR,"[(176434.82564364292, 8241290.817144816), (176491.1569842889, 8241159.057031584), (176456.44938962022, 8241364.097562145), (176352.84929390135, 8241443.19880595)]"
3201.0_CIRCULAR,"[(172437.19909146242, 8224546.614664677), (172405.84134239558, 8224277.2365166955), (172636.69648130436, 8224132.816328433), (172422.96056586324, 8224487.080309101), (172330.96876773768, 8225345.192908718), (172028.092763365, 8225534.257898765), (172344.28171239345, 8226003.849052289), (172533.82099036925, 8228140.920446568), (172549.7883144687, 8228615.086976327), (173625.63498917315, 8229592.424658247), (173510.54123905572, 8229504.847574825), (173099.9461490888, 8229192.051424582), (172866.3320141629, 8229063.318881299), (172764.75806615723, 8229009.434668406), (172512.1623561546, 8228425.929058415), (172494.851533256, 8227945.0514416965), (172465.84791471146, 8226938.882166398), (172189.57188014453, 8225943.804377379), (171881.29470472835, 8225779.201656903), (172176.03256989847, 8225399.072171035), (172603.50173939933, 8224814.710690895)]"
0.519_IDA,"[(198204.22173082893, 8268607.208595097), (197864.0500603774, 8268702.759512003), (197613.77130715037, 8268826.563826103), (197504.11853750137, 8269097.169664663), (197321.1572879327, 8269495.052758548), (197187.1320182894, 8269732.6620405745), (197118.8236347281, 8270150.53174934), (197116.71006642026, 8270380.562717739), (197254.7703393647, 8270712.555176915), (197374.183814723, 8270822.4673756715), (197373.79175220098, 8270839.899333703), (197229.5744311689, 8270708.842787103), (197100.7663108791, 8270378.277565863), (195053.1718236095, 8269486.8410108555), (194901.29678520327, 8269499.304611478), (194750.55799650896, 8269510.484484951), (194602.14511378028, 8269520.50790494), (194447.71804742055, 8269531.358408112), (194298.84426420118, 8269543.796348762), (194148.5771697315, 8269555.784953941), (193996.73087430047, 8269542.604200128), (194051.98831212643, 8269329.005422498), (194559.26601789222, 8268544.750002063), (194836.31503656862, 8267611.293653052), (194817.54400424915, 8267030.373925553), (194962.09950898748, 8266743.379491164), (195264.67680908763, 8266091.615867186), (195473.45525085158, 8265754.175590543), (195460.31851924193, 8265219.653786594), (194475.75020257273, 8264340.4974735845), (193702.82300805353, 8263718.071726772), (192374.46986306232, 8262923.356036427), (189095.56619191405, 8260728.656689658), (189353.06836045306, 8260093.525008486), (189607.8357205068, 8259315.595417249), (189994.3074499948, 8257918.399212594), (190095.61755751708, 8257604.519035723), (190317.96380669097, 8256920.718193088), (190543.73389733428, 8256226.53369567), (190764.8297351453, 8255549.139404631), (190986.1603798347, 8254862.241900344), (191154.22959420964, 8254168.343725176), (191246.79893305336, 8253468.299022499), (191279.42207474765, 8253033.223491227), (191273.47554529653, 8252759.0960542485), (191168.24305061912, 8252102.717244934), (191113.85643827898, 8251924.383622106), (191063.07055245704, 8251755.471603927), (190694.49736879935, 8250869.6775279315), (190419.48399788595, 8250477.586715073), (190404.389909852, 8250459.027201126), (190385.26603741632, 8250435.70476112), (190256.8992815821, 8250279.488758849), (189782.14187931633, 8249747.838765319), (189437.91596351782, 8249430.103429334), (189421.23561488793, 8249415.799017501), (189403.10066015972, 8249400.279935123), (189253.26924579885, 8249274.609317656), (188890.1566318338, 8248994.599498896), (188868.3880003846, 8248977.399908001), (188845.61377791825, 8248960.052655617), (188683.6405701799, 8248834.149235599), (188300.68073391475, 8248542.477459565), (188288.32406867354, 8248533.933295877), (188278.21168563032, 8248525.977453809), (188111.349318929, 8248396.42462025), (187743.9766628799, 8248115.130409425), (187726.79844621764, 8248101.907754806), (187696.43700767966, 8248078.04023469), (187539.12900191732, 8247955.656757045), (186971.82094157045, 8247521.665857802), (186047.2431512495, 8247539.260541688)]"
0.624_VOLTA,"[(192248.2845967843, 8251280.160657467), (192427.09647584136, 8251224.526916704), (192605.1303469413, 8251169.302328822), (192968.6177473792, 8251056.569322089), (193331.159927079, 8250944.680728183), (193340.70140134258, 8251203.0360055445), (192840.79309214067, 8251354.468923285), (192826.62123922948, 8251359.617863402), (192758.899172997, 8251381.6304217195), (192583.00070161888, 8251436.890946462), (192407.8407635204, 8251490.975880374), (192226.9469500958, 8251545.729403277), (192043.62736370438, 8251602.818367711), (191481.1210994869, 8251780.882194247), (191445.6404575478, 8252759.306318941), (191415.14943195877, 8253485.861917296), (191318.86587358304, 8254210.279842323), (191150.98508697763, 8254915.668352024), (190928.4330635143, 8255602.827927026), (190704.75703903034, 8256288.320898135), (190481.93401815728, 8256971.822078447), (190320.08429733466, 8257469.515508374), (190257.7795874265, 8257659.987830504), (190158.113002, 8257954.6569), (190119.75460841655, 8258082.926641888), (189641.2509800076, 8259333.669484495), (189392.45437412002, 8260098.612968974), (189663.21501402854, 8261033.821125584), (193004.38704442861, 8263189.776081482), (193584.09410389673, 8263419.413753274), (196082.19555351083, 8264286.51081983), (198246.33273415203, 8265557.205401793), (201063.2705515445, 8267042.039497555), (201678.56003747272, 8267315.171059044), (202542.9011582734, 8267766.601804849), (203347.91158095165, 8268169.228364787), (203509.76642696807, 8268245.978662552), (203992.19539162744, 8268484.040558174), (204308.25209006912, 8268640.751800753), (207987.56035228432, 8270668.619872486), (208081.97409407422, 8270727.219864501), (208892.61102127266, 8271204.005238713), (210103.8987948603, 8271923.0467600655), (210841.57839658717, 8272360.754038684), (211247.84657611995, 8272601.911557232), (212101.2258586426, 8273106.6856008535), (212105.47632816504, 8273111.978037528), (212984.8827715295, 8273613.644604738), (212984.09701306763, 8273615.024878233), (215354.97661169403, 8273400.878224503), (215353.28229304974, 8273398.192938122), (215333.34601026942, 8272837.768336878), (215322.0320230871, 8272583.391196495), (215323.84173462284, 8272577.878469343), (214939.69594182685, 8271970.709426446), (214936.53913878714, 8271831.856049362), (214918.47757423675, 8271433.918860312), (214895.3255904126, 8270878.690276058), (214879.10718246276, 8270445.540685847), (215080.6749794199, 8270410.744931648), (215467.39302015572, 8270316.862459423), (215820.5187393835, 8270527.714913378), (215828.79589275765, 8270803.733106448), (215973.14660046936, 8270844.394705163), (216193.38287537312, 8270835.674515276), (216284.0087006365, 8271175.1294082375), (216285.94978402433, 8271585.437505627), (216299.62451839616, 8271595.228301824), (216311.71347813937, 8271898.85564409), (216309.29191389732, 8272187.488497211), (216316.83017868258, 8272254.735063889), (216289.6472345292, 8272257.802926608), (216030.73134628905, 8272264.27383455), (215814.89545953542, 8271894.674870089)]"
