,linha,paradas
115,0.850,"                        geometry
0    POINT (-48.11841 -15.89716)
1    POINT (-48.12156 -15.89852)
2    POINT (-48.11857 -15.89692)
3    POINT (-48.12060 -15.89796)
4    POINT (-48.12186 -15.89854)
..                           ...
218  POINT (-47.99802 -15.81153)
219  POINT (-47.99778 -15.81199)
220  POINT (-47.99796 -15.81199)
221  POINT (-47.99685 -15.81208)
222  POINT (-47.97923 -15.82525)

[223 rows x 1 columns]"
116,172.7,"                       geometry
0   POINT (-47.96304 -15.86636)
1   POINT (-47.96287 -15.86609)
2   POINT (-47.96680 -15.86686)
3   POINT (-47.96505 -15.86656)
4   POINT (-47.96109 -15.86449)
..                          ...
85  POINT (-47.90526 -15.81193)
86  POINT (-47.90854 -15.81387)
87  POINT (-47.91091 -15.81558)
88  POINT (-47.91059 -15.81581)
89  POINT (-47.90791 -15.81387)

[90 rows x 1 columns]"
117,0.640,"                        geometry
0    POINT (-47.65846 -15.61408)
1    POINT (-47.65872 -15.61893)
2    POINT (-47.65865 -15.62124)
3    POINT (-47.65847 -15.61810)
4    POINT (-47.65834 -15.61513)
..                           ...
224  POINT (-47.89554 -15.72391)
225  POINT (-47.89611 -15.72536)
226  POINT (-47.89579 -15.72520)
227  POINT (-47.89838 -15.71831)
228  POINT (-47.89801 -15.71827)

[229 rows x 1 columns]"
118,0.903,"                        geometry
0    POINT (-48.11906 -15.84351)
1    POINT (-48.12230 -15.84582)
2    POINT (-48.12070 -15.84800)
3    POINT (-48.12093 -15.84814)
4    POINT (-48.11567 -15.84795)
..                           ...
173  POINT (-48.00055 -15.78633)
174  POINT (-47.98070 -15.79007)
175  POINT (-47.98555 -15.78824)
176  POINT (-47.98085 -15.79038)
177  POINT (-47.98527 -15.78863)

[178 rows x 1 columns]"
119,0.513,"                        geometry
0    POINT (-47.89601 -15.74749)
1    POINT (-47.82298 -15.67538)
2    POINT (-47.82331 -15.67509)
3    POINT (-47.79377 -15.65416)
4    POINT (-47.79338 -15.65419)
..                           ...
126  POINT (-47.89554 -15.72391)
127  POINT (-47.89611 -15.72536)
128  POINT (-47.89579 -15.72520)
129  POINT (-47.89838 -15.71831)
130  POINT (-47.89801 -15.71827)

[131 rows x 1 columns]"
120,871.3,"                        geometry
0    POINT (-47.89601 -15.74749)
1    POINT (-47.96304 -15.86636)
2    POINT (-47.96287 -15.86609)
3    POINT (-47.96680 -15.86686)
4    POINT (-47.96505 -15.86656)
..                           ...
243  POINT (-47.89838 -15.73702)
244  POINT (-47.89805 -15.74110)
245  POINT (-47.89822 -15.74181)
246  POINT (-47.89728 -15.74474)
247  POINT (-47.89692 -15.74462)

[248 rows x 1 columns]"
121,206.3,"                       geometry
0   POINT (-48.13525 -16.04771)
1   POINT (-48.08142 -16.02917)
2   POINT (-48.08145 -16.02868)
3   POINT (-48.08137 -16.02887)
4   POINT (-48.08149 -16.02933)
5   POINT (-48.07099 -16.02600)
6   POINT (-48.07047 -16.02325)
7   POINT (-48.06956 -16.02461)
8   POINT (-48.07105 -16.02447)
9   POINT (-48.06877 -16.02547)
10  POINT (-48.06841 -16.02615)
11  POINT (-48.07158 -16.02622)
12  POINT (-48.07321 -16.02746)
13  POINT (-48.07431 -16.03030)
14  POINT (-48.06473 -16.01676)
15  POINT (-48.06526 -16.01686)
16  POINT (-48.06649 -16.01730)"
122,0.377,"                        geometry
0    POINT (-47.89601 -15.74749)
1    POINT (-47.90633 -15.73623)
2    POINT (-47.90435 -15.73602)
3    POINT (-47.96572 -15.80723)
4    POINT (-47.96643 -15.80779)
..                           ...
191  POINT (-47.89838 -15.73702)
192  POINT (-47.89805 -15.74110)
193  POINT (-47.89822 -15.74181)
194  POINT (-47.89728 -15.74474)
195  POINT (-47.89692 -15.74462)

[196 rows x 1 columns]"
123,0.617,"                        geometry
0    POINT (-47.88979 -15.74707)
1    POINT (-47.82298 -15.67538)
2    POINT (-47.82331 -15.67509)
3    POINT (-47.76089 -15.64431)
4    POINT (-47.75793 -15.64293)
..                           ...
179  POINT (-47.89537 -15.70986)
180  POINT (-47.89811 -15.71241)
181  POINT (-47.89611 -15.72536)
182  POINT (-47.89838 -15.71831)
183  POINT (-47.89801 -15.71827)

[184 rows x 1 columns]"
124,0.182,"                        geometry
0    POINT (-47.84160 -15.85407)
1    POINT (-47.84150 -15.85445)
2    POINT (-47.83822 -15.85599)
3    POINT (-47.83250 -15.85868)
4    POINT (-47.82895 -15.85997)
..                           ...
232  POINT (-47.93780 -15.76446)
233  POINT (-47.93667 -15.76606)
234  POINT (-47.93353 -15.76732)
235  POINT (-47.93826 -15.76441)
236  POINT (-47.93703 -15.77401)

[237 rows x 1 columns]"
125,643.1,"                        geometry
0    POINT (-47.88979 -15.74707)
1    POINT (-47.82298 -15.67538)
2    POINT (-47.82331 -15.67509)
3    POINT (-47.76089 -15.64431)
4    POINT (-47.75793 -15.64293)
..                           ...
153  POINT (-47.89554 -15.72391)
154  POINT (-47.89611 -15.72536)
155  POINT (-47.89579 -15.72520)
156  POINT (-47.89838 -15.71831)
157  POINT (-47.89801 -15.71827)

[158 rows x 1 columns]"
126,323.2,"                        geometry
0    POINT (-47.96572 -15.80723)
1    POINT (-47.96643 -15.80779)
2    POINT (-47.96643 -15.80739)
3    POINT (-47.96547 -15.80754)
4    POINT (-47.96682 -15.80706)
..                           ...
217  POINT (-47.90526 -15.81193)
218  POINT (-47.90854 -15.81387)
219  POINT (-47.91091 -15.81558)
220  POINT (-47.91059 -15.81581)
221  POINT (-47.90791 -15.81387)

[222 rows x 1 columns]"
127,154.3,"                        geometry
0    POINT (-47.96291 -15.84869)
1    POINT (-47.96277 -15.85207)
2    POINT (-47.96213 -15.85364)
3    POINT (-47.96282 -15.85083)
4    POINT (-47.96321 -15.85130)
..                           ...
118  POINT (-47.90020 -15.81720)
119  POINT (-47.89972 -15.81719)
120  POINT (-47.90083 -15.81642)
121  POINT (-47.97923 -15.82525)
122  POINT (-47.97757 -15.82437)

[123 rows x 1 columns]"
128,147.7,"                        geometry
0    POINT (-47.84160 -15.85407)
1    POINT (-47.84150 -15.85445)
2    POINT (-47.83822 -15.85599)
3    POINT (-47.83250 -15.85868)
4    POINT (-47.82895 -15.85997)
..                           ...
99   POINT (-47.82087 -15.86615)
100  POINT (-47.82314 -15.86299)
101  POINT (-47.82186 -15.86952)
102  POINT (-47.75963 -15.90974)
103  POINT (-47.75994 -15.90978)

[104 rows x 1 columns]"
129,382.1,"                        geometry
0    POINT (-47.96572 -15.80723)
1    POINT (-47.96643 -15.80779)
2    POINT (-47.96643 -15.80739)
3    POINT (-47.96547 -15.80754)
4    POINT (-47.96682 -15.80706)
..                           ...
211  POINT (-48.12829 -15.78693)
212  POINT (-48.12867 -15.78752)
213  POINT (-48.12812 -15.78695)
214  POINT (-48.05435 -15.82667)
215  POINT (-48.05395 -15.82648)

[216 rows x 1 columns]"
130,806.1,"                       geometry
0   POINT (-48.05856 -15.87389)
1   POINT (-48.05938 -15.87429)
2   POINT (-48.06174 -15.87926)
3   POINT (-48.06115 -15.87938)
4   POINT (-48.05625 -15.86597)
5   POINT (-48.05906 -15.86528)
6   POINT (-48.05971 -15.86536)
7   POINT (-48.05689 -15.86430)
8   POINT (-48.04691 -15.90634)
9   POINT (-48.04248 -15.90534)
10  POINT (-48.04310 -15.90521)
11  POINT (-48.04214 -15.89924)
12  POINT (-48.04275 -15.89874)
13  POINT (-48.04707 -15.90676)
14  POINT (-48.04493 -15.90476)
15  POINT (-48.04689 -15.90635)
16  POINT (-48.04514 -15.90520)
17  POINT (-48.04720 -15.90677)
18  POINT (-48.03976 -15.90318)
19  POINT (-48.04012 -15.90305)
20  POINT (-48.05902 -15.88717)
21  POINT (-48.05861 -15.88704)
22  POINT (-48.04389 -15.89632)
23  POINT (-48.04437 -15.89473)
24  POINT (-48.04712 -15.89215)
25  POINT (-48.04656 -15.89300)
26  POINT (-48.05180 -15.89018)
27  POINT (-48.04849 -15.89239)
28  POINT (-48.04884 -15.89248)
29  POINT (-48.05148 -15.89000)
30  POINT (-48.04898 -15.90889)
31  POINT (-48.04854 -15.90875)
32  POINT (-48.05665 -15.86917)
33  POINT (-48.05582 -15.86877)
34  POINT (-48.05046 -15.91391)
35  POINT (-48.05000 -15.91393)
36  POINT (-48.04999 -15.91393)
37  POINT (-48.05045 -15.91388)
38  POINT (-48.05527 -15.91316)"
131,616.4,"                        geometry
0    POINT (-47.88979 -15.74707)
1    POINT (-47.82298 -15.67538)
2    POINT (-47.82331 -15.67509)
3    POINT (-47.76089 -15.64431)
4    POINT (-47.75793 -15.64293)
..                           ...
199  POINT (-47.89554 -15.72391)
200  POINT (-47.89611 -15.72536)
201  POINT (-47.89579 -15.72520)
202  POINT (-47.89838 -15.71831)
203  POINT (-47.89801 -15.71827)

[204 rows x 1 columns]"
132,181.1,"                        geometry
0    POINT (-47.78887 -15.89755)
1    POINT (-47.79119 -15.89560)
2    POINT (-47.79144 -15.89588)
3    POINT (-47.78726 -15.89715)
4    POINT (-47.78566 -15.89730)
..                           ...
131  POINT (-47.82186 -15.86952)
132  POINT (-47.75253 -15.91026)
133  POINT (-47.75963 -15.90974)
134  POINT (-47.75994 -15.90978)
135  POINT (-47.75449 -15.90938)

[136 rows x 1 columns]"
133,400.2,"                        geometry
0    POINT (-48.19361 -15.72794)
1    POINT (-48.18064 -15.73079)
2    POINT (-48.18641 -15.73075)
3    POINT (-48.18609 -15.73090)
4    POINT (-48.19354 -15.72855)
..                           ...
241  POINT (-48.16277 -15.73099)
242  POINT (-48.17518 -15.73087)
243  POINT (-48.16584 -15.73113)
244  POINT (-48.17506 -15.73100)
245  POINT (-48.16566 -15.73097)

[246 rows x 1 columns]"
134,0.376,"                        geometry
0    POINT (-47.89601 -15.74749)
1    POINT (-48.04657 -15.85114)
2    POINT (-48.04580 -15.85302)
3    POINT (-48.04652 -15.85157)
4    POINT (-48.04566 -15.85297)
..                           ...
140  POINT (-47.89838 -15.73702)
141  POINT (-47.89805 -15.74110)
142  POINT (-47.89822 -15.74181)
143  POINT (-47.89728 -15.74474)
144  POINT (-47.89692 -15.74462)

[145 rows x 1 columns]"
135,376.3,"                        geometry
0    POINT (-48.04657 -15.85114)
1    POINT (-48.04580 -15.85302)
2    POINT (-48.04652 -15.85157)
3    POINT (-48.04566 -15.85297)
4    POINT (-48.04426 -15.85538)
..                           ...
165  POINT (-47.98555 -15.78824)
166  POINT (-47.98085 -15.79038)
167  POINT (-47.98527 -15.78863)
168  POINT (-48.06277 -15.82719)
169  POINT (-47.93703 -15.77401)

[170 rows x 1 columns]"
136,305.6,"                        geometry
0    POINT (-47.89601 -15.74749)
1    POINT (-48.00661 -15.86367)
2    POINT (-48.01352 -15.87053)
3    POINT (-48.00908 -15.86635)
4    POINT (-48.01190 -15.86906)
..                           ...
215  POINT (-47.89838 -15.73702)
216  POINT (-47.89805 -15.74110)
217  POINT (-47.89822 -15.74181)
218  POINT (-47.89728 -15.74474)
219  POINT (-47.89692 -15.74462)

[220 rows x 1 columns]"
137,910.1,"                        geometry
0    POINT (-48.11906 -15.84351)
1    POINT (-48.12230 -15.84582)
2    POINT (-48.12070 -15.84800)
3    POINT (-48.12093 -15.84814)
4    POINT (-48.11567 -15.84795)
..                           ...
249  POINT (-47.89747 -15.73408)
250  POINT (-47.89732 -15.73542)
251  POINT (-47.89793 -15.73464)
252  POINT (-47.89838 -15.73702)
253  POINT (-47.93703 -15.77401)

[254 rows x 1 columns]"
138,411.2,"                        geometry
0    POINT (-47.89601 -15.74749)
1    POINT (-48.19361 -15.72794)
2    POINT (-48.18064 -15.73079)
3    POINT (-48.18641 -15.73075)
4    POINT (-48.18609 -15.73090)
..                           ...
211  POINT (-48.16760 -15.73823)
212  POINT (-48.16856 -15.73843)
213  POINT (-48.16781 -15.73846)
214  POINT (-48.16776 -15.74143)
215  POINT (-48.16760 -15.74115)

[216 rows x 1 columns]"
139,0.764,"                       geometry
0   POINT (-47.85338 -15.80188)
1   POINT (-47.85334 -15.80215)
2   POINT (-47.84709 -15.80989)
3   POINT (-47.84686 -15.81056)
4   POINT (-47.80146 -15.80934)
..                          ...
56  POINT (-47.77929 -15.75554)
57  POINT (-47.87960 -15.79363)
58  POINT (-47.87574 -15.79396)
59  POINT (-47.87502 -15.79419)
60  POINT (-47.87438 -15.79530)

[61 rows x 1 columns]"
140,0.942,"                        geometry
0    POINT (-47.89601 -15.74749)
1    POINT (-48.11906 -15.84351)
2    POINT (-48.12230 -15.84582)
3    POINT (-48.12070 -15.84800)
4    POINT (-48.12093 -15.84814)
..                           ...
204  POINT (-47.89838 -15.73702)
205  POINT (-47.89805 -15.74110)
206  POINT (-47.89822 -15.74181)
207  POINT (-47.89728 -15.74474)
208  POINT (-47.89692 -15.74462)

[209 rows x 1 columns]"
141,376.1,"                        geometry
0    POINT (-47.89601 -15.74749)
1    POINT (-48.02440 -15.86461)
2    POINT (-48.02379 -15.86620)
3    POINT (-48.02266 -15.86600)
4    POINT (-48.02312 -15.86712)
..                           ...
175  POINT (-47.89838 -15.73702)
176  POINT (-47.89805 -15.74110)
177  POINT (-47.89822 -15.74181)
178  POINT (-47.89728 -15.74474)
179  POINT (-47.89692 -15.74462)

[180 rows x 1 columns]"
142,0.378,"                        geometry
0    POINT (-47.89601 -15.74749)
1    POINT (-48.11906 -15.84351)
2    POINT (-48.12230 -15.84582)
3    POINT (-48.12070 -15.84800)
4    POINT (-48.12093 -15.84814)
..                           ...
220  POINT (-47.89838 -15.73702)
221  POINT (-47.89805 -15.74110)
222  POINT (-47.89822 -15.74181)
223  POINT (-47.89728 -15.74474)
224  POINT (-47.89692 -15.74462)

[225 rows x 1 columns]"
143,0.808,"                        geometry
0    POINT (-48.10194 -15.91846)
1    POINT (-48.10373 -15.92183)
2    POINT (-48.10463 -15.92348)
3    POINT (-48.10436 -15.92373)
4    POINT (-48.10302 -15.92129)
..                           ...
161  POINT (-48.11769 -15.81706)
162  POINT (-48.11750 -15.81751)
163  POINT (-48.11731 -15.81709)
164  POINT (-48.11828 -15.81454)
165  POINT (-48.11858 -15.81477)

[166 rows x 1 columns]"
144,180.0,"                       geometry
0   POINT (-47.78887 -15.89755)
1   POINT (-47.79119 -15.89560)
2   POINT (-47.79144 -15.89588)
3   POINT (-47.78726 -15.89715)
4   POINT (-47.78566 -15.89730)
..                          ...
77  POINT (-47.82282 -15.87405)
78  POINT (-47.82087 -15.86615)
79  POINT (-47.82186 -15.86952)
80  POINT (-47.75963 -15.90974)
81  POINT (-47.75994 -15.90978)

[82 rows x 1 columns]"
145,160.1,"                        geometry
0    POINT (-47.96304 -15.86636)
1    POINT (-47.96287 -15.86609)
2    POINT (-47.96109 -15.86449)
3    POINT (-47.97167 -15.87187)
4    POINT (-47.97165 -15.87215)
..                           ...
103  POINT (-47.89801 -15.81589)
104  POINT (-47.89820 -15.81603)
105  POINT (-47.90020 -15.81720)
106  POINT (-47.89972 -15.81719)
107  POINT (-47.90083 -15.81642)

[108 rows x 1 columns]"
146,0.198,"                        geometry
0    POINT (-47.84160 -15.85407)
1    POINT (-47.84150 -15.85445)
2    POINT (-47.83822 -15.85599)
3    POINT (-47.83250 -15.85868)
4    POINT (-47.82895 -15.85997)
..                           ...
187  POINT (-47.98513 -15.81874)
188  POINT (-47.98221 -15.82014)
189  POINT (-47.98116 -15.82357)
190  POINT (-47.98509 -15.81845)
191  POINT (-47.97923 -15.82525)

[192 rows x 1 columns]"
147,0.314,"                        geometry
0    POINT (-47.96572 -15.80723)
1    POINT (-47.96643 -15.80779)
2    POINT (-47.96643 -15.80739)
3    POINT (-47.96547 -15.80754)
4    POINT (-47.96682 -15.80706)
..                           ...
267  POINT (-48.13849 -15.80322)
268  POINT (-48.13989 -15.80657)
269  POINT (-48.13995 -15.80677)
270  POINT (-48.14249 -15.80750)
271  POINT (-48.14117 -15.80691)

[272 rows x 1 columns]"
148,0.818,"                        geometry
0    POINT (-47.96304 -15.86636)
1    POINT (-47.96287 -15.86609)
2    POINT (-47.96680 -15.86686)
3    POINT (-47.96505 -15.86656)
4    POINT (-47.96109 -15.86449)
..                           ...
252  POINT (-47.93780 -15.76446)
253  POINT (-47.93667 -15.76606)
254  POINT (-47.93353 -15.76732)
255  POINT (-47.93826 -15.76441)
256  POINT (-47.93703 -15.77401)

[257 rows x 1 columns]"
149,0.806,"                       geometry
0   POINT (-48.04649 -15.91734)
1   POINT (-48.04654 -15.91720)
2   POINT (-48.04554 -15.92044)
3   POINT (-48.04599 -15.92026)
4   POINT (-48.04672 -15.91787)
..                          ...
73  POINT (-48.04715 -15.91522)
74  POINT (-48.03646 -15.94483)
75  POINT (-48.03823 -15.94194)
76  POINT (-48.03628 -15.94559)
77  POINT (-48.03757 -15.94266)

[78 rows x 1 columns]"
150,624.1,"                        geometry
0    POINT (-47.88979 -15.74707)
1    POINT (-47.82298 -15.67538)
2    POINT (-47.82331 -15.67509)
3    POINT (-47.76089 -15.64431)
4    POINT (-47.75793 -15.64293)
..                           ...
171  POINT (-47.89554 -15.72391)
172  POINT (-47.89611 -15.72536)
173  POINT (-47.89579 -15.72520)
174  POINT (-47.89838 -15.71831)
175  POINT (-47.89801 -15.71827)

[176 rows x 1 columns]"
151,0.317,"                        geometry
0    POINT (-47.96304 -15.86636)
1    POINT (-47.96287 -15.86609)
2    POINT (-47.96109 -15.86449)
3    POINT (-47.95740 -15.86094)
4    POINT (-47.97167 -15.87187)
..                           ...
179  POINT (-47.97923 -15.82525)
180  POINT (-47.97639 -15.82561)
181  POINT (-47.97518 -15.82718)
182  POINT (-47.97456 -15.82726)
183  POINT (-47.97757 -15.82437)

[184 rows x 1 columns]"
152,0.762,"                        geometry
0    POINT (-47.88979 -15.74707)
1    POINT (-47.82415 -15.74474)
2    POINT (-47.82420 -15.74405)
3    POINT (-47.84596 -15.72536)
4    POINT (-47.85117 -15.72164)
..                           ...
122  POINT (-47.88421 -15.72049)
123  POINT (-47.88332 -15.71798)
124  POINT (-47.89265 -15.72342)
125  POINT (-47.88321 -15.72205)
126  POINT (-47.89345 -15.72321)

[127 rows x 1 columns]"
153,0.375,"                        geometry
0    POINT (-47.89601 -15.74749)
1    POINT (-47.90633 -15.73623)
2    POINT (-47.90435 -15.73602)
3    POINT (-47.96572 -15.80723)
4    POINT (-47.96643 -15.80779)
..                           ...
222  POINT (-47.89838 -15.73702)
223  POINT (-47.89805 -15.74110)
224  POINT (-47.89822 -15.74181)
225  POINT (-47.89728 -15.74474)
226  POINT (-47.89692 -15.74462)

[227 rows x 1 columns]"
154,372.9,"                        geometry
0    POINT (-48.12292 -15.88051)
1    POINT (-48.12651 -15.88212)
2    POINT (-48.12956 -15.88408)
3    POINT (-48.12968 -15.88358)
4    POINT (-48.12292 -15.88050)
..                           ...
201  POINT (-48.07533 -15.80521)
202  POINT (-48.07685 -15.80569)
203  POINT (-48.01308 -15.81694)
204  POINT (-48.01206 -15.81600)
205  POINT (-48.01198 -15.81612)

[206 rows x 1 columns]"
155,0.918,"                        geometry
0    POINT (-47.96843 -15.80544)
1    POINT (-47.97049 -15.80209)
2    POINT (-47.96931 -15.80262)
3    POINT (-47.96703 -15.80295)
4    POINT (-47.96676 -15.80266)
..                           ...
203  POINT (-48.12812 -15.78695)
204  POINT (-47.92306 -15.79942)
205  POINT (-47.92050 -15.79789)
206  POINT (-47.92288 -15.79957)
207  POINT (-47.92009 -15.79802)

[208 rows x 1 columns]"
156,515.3,"                       geometry
0   POINT (-47.88979 -15.74707)
1   POINT (-47.88278 -15.79394)
2   POINT (-47.88199 -15.79401)
3   POINT (-47.88580 -15.75951)
4   POINT (-47.88778 -15.75337)
5   POINT (-47.88132 -15.78229)
6   POINT (-47.88157 -15.77836)
7   POINT (-47.88382 -15.76574)
8   POINT (-47.88235 -15.77203)
9   POINT (-47.88008 -15.79596)
10  POINT (-47.88350 -15.79380)
11  POINT (-47.88395 -15.79495)
12  POINT (-47.88248 -15.79068)
13  POINT (-47.88203 -15.78837)
14  POINT (-47.88141 -15.78477)
15  POINT (-47.86228 -15.68593)
16  POINT (-47.86156 -15.68685)
17  POINT (-47.87042 -15.69407)
18  POINT (-47.86545 -15.68346)
19  POINT (-47.86986 -15.69313)
20  POINT (-47.86554 -15.68313)
21  POINT (-47.86395 -15.69080)
22  POINT (-47.88301 -15.79229)
23  POINT (-47.88169 -15.79312)
24  POINT (-47.87960 -15.79363)
25  POINT (-47.89827 -15.65696)
26  POINT (-47.88887 -15.64624)
27  POINT (-47.88734 -15.64432)
28  POINT (-47.89792 -15.65742)
29  POINT (-47.88745 -15.64427)
30  POINT (-47.88559 -15.64178)
31  POINT (-47.88894 -15.64611)
32  POINT (-47.89268 -15.73803)
33  POINT (-47.89178 -15.74087)
34  POINT (-47.90070 -15.71254)
35  POINT (-47.89537 -15.70986)
36  POINT (-47.89811 -15.71241)
37  POINT (-47.89554 -15.72391)
38  POINT (-47.89611 -15.72536)
39  POINT (-47.89579 -15.72520)
40  POINT (-47.89838 -15.71831)
41  POINT (-47.89801 -15.71827)"
157,0.834,"                        geometry
0    POINT (-47.92772 -15.85875)
1    POINT (-47.91252 -15.85298)
2    POINT (-47.91321 -15.85302)
3    POINT (-47.91816 -15.85623)
4    POINT (-47.92252 -15.85715)
..                           ...
232  POINT (-47.85612 -15.85135)
233  POINT (-47.85165 -15.84385)
234  POINT (-47.84676 -15.84287)
235  POINT (-47.85704 -15.85279)
236  POINT (-47.84916 -15.84286)

[237 rows x 1 columns]"
158,373.3,"                        geometry
0    POINT (-48.12292 -15.88051)
1    POINT (-48.12651 -15.88212)
2    POINT (-48.12956 -15.88408)
3    POINT (-48.12968 -15.88358)
4    POINT (-48.12292 -15.88050)
..                           ...
185  POINT (-48.00055 -15.78633)
186  POINT (-47.98070 -15.79007)
187  POINT (-47.98555 -15.78824)
188  POINT (-47.98085 -15.79038)
189  POINT (-47.98527 -15.78863)

[190 rows x 1 columns]"
159,0.199,"                        geometry
0    POINT (-47.84160 -15.85407)
1    POINT (-47.84150 -15.85445)
2    POINT (-47.83822 -15.85599)
3    POINT (-47.83250 -15.85868)
4    POINT (-47.82895 -15.85997)
..                           ...
199  POINT (-47.93667 -15.82059)
200  POINT (-47.92306 -15.79942)
201  POINT (-47.92050 -15.79789)
202  POINT (-47.92288 -15.79957)
203  POINT (-47.92009 -15.79802)

[204 rows x 1 columns]"
160,808.5,"                        geometry
0    POINT (-48.04649 -15.91734)
1    POINT (-48.04654 -15.91720)
2    POINT (-48.04554 -15.92044)
3    POINT (-48.04599 -15.92026)
4    POINT (-48.04672 -15.91787)
..                           ...
196  POINT (-48.11769 -15.81706)
197  POINT (-48.11750 -15.81751)
198  POINT (-48.11731 -15.81709)
199  POINT (-48.11828 -15.81454)
200  POINT (-48.11858 -15.81477)

[201 rows x 1 columns]"
161,540.1,"                       geometry
0   POINT (-47.86472 -15.60061)
1   POINT (-47.86017 -15.59533)
2   POINT (-47.87390 -15.59842)
3   POINT (-47.87135 -15.60190)
4   POINT (-47.87102 -15.60194)
5   POINT (-47.87125 -15.60245)
6   POINT (-47.87370 -15.59893)
7   POINT (-47.86373 -15.58726)
8   POINT (-47.86439 -15.58738)
9   POINT (-47.86838 -15.58971)
10  POINT (-47.86943 -15.59001)
11  POINT (-47.88136 -15.59056)
12  POINT (-47.88075 -15.59052)"
162,335.1,"                        geometry
0    POINT (-47.96572 -15.80723)
1    POINT (-47.96643 -15.80779)
2    POINT (-47.96643 -15.80739)
3    POINT (-47.96547 -15.80754)
4    POINT (-47.96682 -15.80706)
..                           ...
244  POINT (-48.13852 -15.80309)
245  POINT (-48.13885 -15.80389)
246  POINT (-48.13849 -15.80322)
247  POINT (-48.13923 -15.80097)
248  POINT (-48.13971 -15.80097)

[249 rows x 1 columns]"
163,0.258,"                        geometry
0    POINT (-47.98841 -15.97662)
1    POINT (-47.98974 -15.98019)
2    POINT (-47.98968 -15.97550)
3    POINT (-47.98886 -15.97966)
4    POINT (-47.98853 -15.97640)
..                           ...
175  POINT (-47.98513 -15.81874)
176  POINT (-47.98221 -15.82014)
177  POINT (-47.98116 -15.82357)
178  POINT (-47.98509 -15.81845)
179  POINT (-47.97923 -15.82525)

[180 rows x 1 columns]"
164,147.9,"                        geometry
0    POINT (-47.87419 -15.77607)
1    POINT (-47.87466 -15.77462)
2    POINT (-47.87472 -15.77182)
3    POINT (-47.87516 -15.77119)
4    POINT (-47.87012 -15.76002)
..                           ...
148  POINT (-47.75449 -15.90938)
149  POINT (-47.87875 -15.75683)
150  POINT (-47.89747 -15.73408)
151  POINT (-47.89732 -15.73542)
152  POINT (-47.89793 -15.73464)

[153 rows x 1 columns]"
165,0.215,"                        geometry
0    POINT (-47.96304 -15.86636)
1    POINT (-47.96287 -15.86609)
2    POINT (-47.96109 -15.86449)
3    POINT (-47.95740 -15.86094)
4    POINT (-47.97167 -15.87187)
..                           ...
171  POINT (-47.98513 -15.81874)
172  POINT (-47.98221 -15.82014)
173  POINT (-47.98116 -15.82357)
174  POINT (-47.98509 -15.81845)
175  POINT (-47.97923 -15.82525)

[176 rows x 1 columns]"
166,336.1,"                        geometry
0    POINT (-48.11906 -15.84351)
1    POINT (-48.12230 -15.84582)
2    POINT (-48.12070 -15.84800)
3    POINT (-48.12093 -15.84814)
4    POINT (-48.11567 -15.84795)
..                           ...
240  POINT (-47.89801 -15.81589)
241  POINT (-47.89820 -15.81603)
242  POINT (-47.90020 -15.81720)
243  POINT (-47.89972 -15.81719)
244  POINT (-47.90083 -15.81642)

[245 rows x 1 columns]"
167,147.4,"                        geometry
0    POINT (-47.84160 -15.85407)
1    POINT (-47.84150 -15.85445)
2    POINT (-47.83822 -15.85599)
3    POINT (-47.83250 -15.85868)
4    POINT (-47.82895 -15.85997)
..                           ...
149  POINT (-47.75994 -15.90978)
150  POINT (-47.87875 -15.75683)
151  POINT (-47.89747 -15.73408)
152  POINT (-47.89732 -15.73542)
153  POINT (-47.89793 -15.73464)

[154 rows x 1 columns]"
168,160.2,"                        geometry
0    POINT (-47.96304 -15.86636)
1    POINT (-47.96287 -15.86609)
2    POINT (-47.96109 -15.86449)
3    POINT (-47.97167 -15.87187)
4    POINT (-47.97165 -15.87215)
..                           ...
139  POINT (-47.89793 -15.73464)
140  POINT (-47.90139 -15.82523)
141  POINT (-47.89880 -15.82335)
142  POINT (-47.90071 -15.82521)
143  POINT (-47.89857 -15.82367)

[144 rows x 1 columns]"
169,533.1,"                       geometry
0   POINT (-47.76089 -15.64431)
1   POINT (-47.75793 -15.64293)
2   POINT (-47.75826 -15.64265)
3   POINT (-47.76102 -15.64485)
4   POINT (-47.76161 -15.64421)
..                          ...
63  POINT (-47.79806 -15.65617)
64  POINT (-47.80111 -15.65732)
65  POINT (-47.79758 -15.65616)
66  POINT (-47.79020 -15.65245)
67  POINT (-47.78920 -15.65221)

[68 rows x 1 columns]"
170,398.1,"                        geometry
0    POINT (-48.11841 -15.89716)
1    POINT (-48.12156 -15.89852)
2    POINT (-48.11857 -15.89692)
3    POINT (-48.12060 -15.89796)
4    POINT (-48.12186 -15.89854)
..                           ...
151  POINT (-48.11769 -15.81706)
152  POINT (-48.11750 -15.81751)
153  POINT (-48.11731 -15.81709)
154  POINT (-48.11828 -15.81454)
155  POINT (-48.11858 -15.81477)

[156 rows x 1 columns]"
171,0.821,"                        geometry
0    POINT (-47.96304 -15.86636)
1    POINT (-47.96287 -15.86609)
2    POINT (-47.96680 -15.86686)
3    POINT (-47.96505 -15.86656)
4    POINT (-47.96109 -15.86449)
..                           ...
173  POINT (-47.89801 -15.81589)
174  POINT (-47.89820 -15.81603)
175  POINT (-47.90020 -15.81720)
176  POINT (-47.89972 -15.81719)
177  POINT (-47.90083 -15.81642)

[178 rows x 1 columns]"
