,linha,paradas
370,0.813,"                        geometry
0    POINT (-47.89601 -15.74749)
1    POINT (-48.10194 -15.91846)
2    POINT (-48.10373 -15.92183)
3    POINT (-48.10463 -15.92348)
4    POINT (-48.10436 -15.92373)
..                           ...
265  POINT (-47.89838 -15.73702)
266  POINT (-47.89805 -15.74110)
267  POINT (-47.89822 -15.74181)
268  POINT (-47.89728 -15.74474)
269  POINT (-47.89692 -15.74462)

[270 rows x 1 columns]"
371,391.3,"                        geometry
0    POINT (-47.89601 -15.74749)
1    POINT (-47.96304 -15.86636)
2    POINT (-47.96287 -15.86609)
3    POINT (-47.96680 -15.86686)
4    POINT (-47.96505 -15.86656)
..                           ...
252  POINT (-47.89838 -15.73702)
253  POINT (-47.89805 -15.74110)
254  POINT (-47.89822 -15.74181)
255  POINT (-47.89728 -15.74474)
256  POINT (-47.89692 -15.74462)

[257 rows x 1 columns]"
372,0.600,"                        geometry
0    POINT (-47.65846 -15.61408)
1    POINT (-47.65872 -15.61893)
2    POINT (-47.65865 -15.62124)
3    POINT (-47.65847 -15.61810)
4    POINT (-47.65834 -15.61513)
..                           ...
216  POINT (-47.89554 -15.72391)
217  POINT (-47.89611 -15.72536)
218  POINT (-47.89579 -15.72520)
219  POINT (-47.89838 -15.71831)
220  POINT (-47.89801 -15.71827)

[221 rows x 1 columns]"
373,0.620,"                        geometry
0    POINT (-47.65846 -15.61408)
1    POINT (-47.65872 -15.61893)
2    POINT (-47.65865 -15.62124)
3    POINT (-47.65847 -15.61810)
4    POINT (-47.65834 -15.61513)
..                           ...
171  POINT (-47.89554 -15.72391)
172  POINT (-47.89611 -15.72536)
173  POINT (-47.89579 -15.72520)
174  POINT (-47.89838 -15.71831)
175  POINT (-47.89801 -15.71827)

[176 rows x 1 columns]"
374,603.1,"                        geometry
0    POINT (-47.87750 -15.72471)
1    POINT (-47.87832 -15.72369)
2    POINT (-47.82298 -15.67538)
3    POINT (-47.82331 -15.67509)
4    POINT (-47.76089 -15.64431)
..                           ...
181  POINT (-47.89265 -15.72342)
182  POINT (-47.89838 -15.71831)
183  POINT (-47.89801 -15.71827)
184  POINT (-47.88321 -15.72205)
185  POINT (-47.89345 -15.72321)

[186 rows x 1 columns]"
375,147.6,"                        geometry
0    POINT (-47.84160 -15.85407)
1    POINT (-47.84150 -15.85445)
2    POINT (-47.83822 -15.85599)
3    POINT (-47.83250 -15.85868)
4    POINT (-47.82895 -15.85997)
..                           ...
128  POINT (-47.90418 -15.82724)
129  POINT (-47.90139 -15.82523)
130  POINT (-47.89880 -15.82335)
131  POINT (-47.90071 -15.82521)
132  POINT (-47.89857 -15.82367)

[133 rows x 1 columns]"
376,2307,"                        geometry
0    POINT (-47.98974 -15.98019)
1    POINT (-47.98968 -15.97550)
2    POINT (-47.98886 -15.97966)
3    POINT (-47.95740 -15.86094)
4    POINT (-47.97557 -15.92315)
..                           ...
123  POINT (-47.91911 -15.80191)
124  POINT (-47.91606 -15.80011)
125  POINT (-47.92143 -15.80326)
126  POINT (-47.92345 -15.80438)
127  POINT (-47.91679 -15.80016)

[128 rows x 1 columns]"
377,845.2,"                        geometry
0    POINT (-48.00549 -15.87796)
1    POINT (-48.00207 -15.87766)
2    POINT (-47.99778 -15.87723)
3    POINT (-47.99925 -15.87690)
4    POINT (-48.00262 -15.87718)
..                           ...
231  POINT (-47.98116 -15.82357)
232  POINT (-47.98509 -15.81845)
233  POINT (-47.93703 -15.77401)
234  POINT (-47.97923 -15.82525)
235  POINT (-47.97757 -15.82437)

[236 rows x 1 columns]"
378,101.8,"                        geometry
0    POINT (-47.76040 -15.75219)
1    POINT (-47.74439 -15.75897)
2    POINT (-47.75372 -15.75319)
3    POINT (-47.74684 -15.75743)
4    POINT (-47.75137 -15.75455)
..                           ...
124  POINT (-47.88421 -15.72049)
125  POINT (-47.88332 -15.71798)
126  POINT (-47.89265 -15.72342)
127  POINT (-47.88321 -15.72205)
128  POINT (-47.89345 -15.72321)

[129 rows x 1 columns]"
379,0.603,"                        geometry
0    POINT (-47.87750 -15.72471)
1    POINT (-47.87832 -15.72369)
2    POINT (-47.82298 -15.67538)
3    POINT (-47.82331 -15.67509)
4    POINT (-47.65483 -15.60859)
..                           ...
193  POINT (-47.89265 -15.72342)
194  POINT (-47.89838 -15.71831)
195  POINT (-47.89801 -15.71827)
196  POINT (-47.88321 -15.72205)
197  POINT (-47.89345 -15.72321)

[198 rows x 1 columns]"
380,805.3,"                        geometry
0    POINT (-48.10194 -15.91846)
1    POINT (-48.10373 -15.92183)
2    POINT (-48.10463 -15.92348)
3    POINT (-48.10436 -15.92373)
4    POINT (-48.10302 -15.92129)
..                           ...
122  POINT (-48.06752 -15.81337)
123  POINT (-48.06875 -15.80978)
124  POINT (-48.06526 -15.81979)
125  POINT (-48.06402 -15.82356)
126  POINT (-48.06277 -15.82719)

[127 rows x 1 columns]"
381,160.3,"                       geometry
0   POINT (-47.95094 -15.85525)
1   POINT (-47.95115 -15.85499)
2   POINT (-47.94993 -15.84936)
3   POINT (-47.95117 -15.84999)
4   POINT (-47.95133 -15.85166)
..                          ...
80  POINT (-47.89801 -15.81589)
81  POINT (-47.89820 -15.81603)
82  POINT (-47.90020 -15.81720)
83  POINT (-47.89972 -15.81719)
84  POINT (-47.90083 -15.81642)

[85 rows x 1 columns]"
382,0.780,"                       geometry
0   POINT (-47.85338 -15.80188)
1   POINT (-47.85334 -15.80215)
2   POINT (-47.84709 -15.80989)
3   POINT (-47.84686 -15.81056)
4   POINT (-47.80146 -15.80934)
..                          ...
64  POINT (-47.77267 -15.75649)
65  POINT (-47.87960 -15.79363)
66  POINT (-47.87574 -15.79396)
67  POINT (-47.87502 -15.79419)
68  POINT (-47.87438 -15.79530)

[69 rows x 1 columns]"
383,2301,"                        geometry
0    POINT (-47.98974 -15.98019)
1    POINT (-47.98968 -15.97550)
2    POINT (-47.98886 -15.97966)
3    POINT (-47.94217 -15.86579)
4    POINT (-47.93857 -15.86309)
..                           ...
145  POINT (-47.90020 -15.81720)
146  POINT (-47.89972 -15.81719)
147  POINT (-47.89896 -15.81460)
148  POINT (-47.90070 -15.81598)
149  POINT (-47.90083 -15.81642)

[150 rows x 1 columns]"
384,2201,"                        geometry
0    POINT (-47.94217 -15.86579)
1    POINT (-47.93857 -15.86309)
2    POINT (-47.94236 -15.86555)
3    POINT (-47.97557 -15.92315)
4    POINT (-47.97573 -15.92292)
..                           ...
157  POINT (-47.90020 -15.81720)
158  POINT (-47.89972 -15.81719)
159  POINT (-47.89896 -15.81460)
160  POINT (-47.90070 -15.81598)
161  POINT (-47.90083 -15.81642)

[162 rows x 1 columns]"
385,156.8,"                        geometry
0    POINT (-47.89601 -15.74749)
1    POINT (-47.97905 -15.84625)
2    POINT (-47.90633 -15.73623)
3    POINT (-47.90435 -15.73602)
4    POINT (-47.96572 -15.80723)
..                           ...
129  POINT (-47.89822 -15.74181)
130  POINT (-47.89728 -15.74474)
131  POINT (-47.89692 -15.74462)
132  POINT (-47.97923 -15.82525)
133  POINT (-47.97757 -15.82437)

[134 rows x 1 columns]"
386,823.1,"                        geometry
0    POINT (-47.96304 -15.86636)
1    POINT (-47.96287 -15.86609)
2    POINT (-47.96680 -15.86686)
3    POINT (-47.96505 -15.86656)
4    POINT (-47.96109 -15.86449)
..                           ...
178  POINT (-47.98221 -15.82014)
179  POINT (-47.98116 -15.82357)
180  POINT (-47.98509 -15.81845)
181  POINT (-47.97923 -15.82525)
182  POINT (-47.97757 -15.82437)

[183 rows x 1 columns]"
387,383.1,"                        geometry
0    POINT (-48.11906 -15.84351)
1    POINT (-48.12230 -15.84582)
2    POINT (-48.12070 -15.84800)
3    POINT (-48.12093 -15.84814)
4    POINT (-48.11567 -15.84795)
..                           ...
192  POINT (-48.00695 -15.81587)
193  POINT (-47.99802 -15.81153)
194  POINT (-47.99778 -15.81199)
195  POINT (-47.99796 -15.81199)
196  POINT (-47.99685 -15.81208)

[197 rows x 1 columns]"
388,0.504,"                        geometry
0    POINT (-47.66822 -15.62072)
1    POINT (-47.66244 -15.62091)
2    POINT (-47.66847 -15.62052)
3    POINT (-47.66313 -15.62102)
4    POINT (-47.65946 -15.62261)
..                           ...
120  POINT (-47.65733 -15.62819)
121  POINT (-47.65836 -15.62500)
122  POINT (-47.65880 -15.62408)
123  POINT (-47.65961 -15.62806)
124  POINT (-47.65554 -15.62766)

[125 rows x 1 columns]"
389,870.7,"                        geometry
0    POINT (-47.96304 -15.86636)
1    POINT (-47.96287 -15.86609)
2    POINT (-47.96680 -15.86686)
3    POINT (-47.96505 -15.86656)
4    POINT (-47.96109 -15.86449)
..                           ...
194  POINT (-47.89801 -15.81589)
195  POINT (-47.89820 -15.81603)
196  POINT (-47.90020 -15.81720)
197  POINT (-47.89972 -15.81719)
198  POINT (-47.90083 -15.81642)

[199 rows x 1 columns]"
390,511.4,"                        geometry
0    POINT (-47.82261 -15.63894)
1    POINT (-47.82270 -15.63879)
2    POINT (-47.82156 -15.63859)
3    POINT (-47.82128 -15.63800)
4    POINT (-47.76089 -15.64431)
..                           ...
129  POINT (-47.77898 -15.75542)
130  POINT (-47.77903 -15.75633)
131  POINT (-47.77929 -15.75554)
132  POINT (-47.76146 -15.65445)
133  POINT (-47.76034 -15.65519)

[134 rows x 1 columns]"
391,158.2,"                        geometry
0    POINT (-47.89601 -15.74749)
1    POINT (-47.90633 -15.73623)
2    POINT (-47.90435 -15.73602)
3    POINT (-47.90780 -15.78706)
4    POINT (-47.90557 -15.78838)
..                           ...
100  POINT (-47.89728 -15.74474)
101  POINT (-47.89692 -15.74462)
102  POINT (-47.99729 -15.77808)
103  POINT (-48.00005 -15.77572)
104  POINT (-47.99760 -15.77774)

[105 rows x 1 columns]"
392,3313,"                        geometry
0    POINT (-48.02536 -16.03014)
1    POINT (-48.02282 -16.02819)
2    POINT (-48.02512 -16.03038)
3    POINT (-48.02233 -16.02827)
4    POINT (-48.03402 -16.03981)
..                           ...
104  POINT (-47.98937 -16.01806)
105  POINT (-47.99097 -16.01784)
106  POINT (-47.99086 -16.01771)
107  POINT (-47.99104 -16.01751)
108  POINT (-47.98945 -16.01818)

[109 rows x 1 columns]"
393,0.648,"                        geometry
0    POINT (-47.66822 -15.62072)
1    POINT (-47.66299 -15.62363)
2    POINT (-47.66308 -15.62365)
3    POINT (-47.66244 -15.62091)
4    POINT (-47.66847 -15.62052)
..                           ...
201  POINT (-47.92345 -15.80438)
202  POINT (-47.91679 -15.80016)
203  POINT (-47.90070 -15.71254)
204  POINT (-47.89537 -15.70986)
205  POINT (-47.89811 -15.71241)

[206 rows x 1 columns]"
394,0.129,"                        geometry
0    POINT (-47.92772 -15.85875)
1    POINT (-47.91252 -15.85298)
2    POINT (-47.91321 -15.85302)
3    POINT (-47.91816 -15.85623)
4    POINT (-47.92252 -15.85715)
..                           ...
190  POINT (-47.77668 -15.75793)
191  POINT (-47.77267 -15.75649)
192  POINT (-47.77898 -15.75542)
193  POINT (-47.77903 -15.75633)
194  POINT (-47.77929 -15.75554)

[195 rows x 1 columns]"
395,324.1,"                        geometry
0    POINT (-47.86711 -15.79760)
1    POINT (-47.87085 -15.79877)
2    POINT (-47.86920 -15.79929)
3    POINT (-47.86234 -15.79907)
4    POINT (-47.86774 -15.79739)
..                           ...
126  POINT (-48.09584 -15.80403)
127  POINT (-47.98070 -15.79007)
128  POINT (-47.98555 -15.78824)
129  POINT (-47.98085 -15.79038)
130  POINT (-47.98527 -15.78863)

[131 rows x 1 columns]"
396,0.825,"                        geometry
0    POINT (-47.96304 -15.86636)
1    POINT (-47.96287 -15.86609)
2    POINT (-47.96680 -15.86686)
3    POINT (-47.96505 -15.86656)
4    POINT (-47.96109 -15.86449)
..                           ...
175  POINT (-47.89801 -15.81589)
176  POINT (-47.89820 -15.81603)
177  POINT (-47.90020 -15.81720)
178  POINT (-47.89972 -15.81719)
179  POINT (-47.90083 -15.81642)

[180 rows x 1 columns]"
397,0.902,"                        geometry
0    POINT (-47.86711 -15.79760)
1    POINT (-47.87085 -15.79877)
2    POINT (-47.86920 -15.79929)
3    POINT (-47.86234 -15.79907)
4    POINT (-47.86774 -15.79739)
..                           ...
123  POINT (-48.00055 -15.78633)
124  POINT (-47.98070 -15.79007)
125  POINT (-47.98555 -15.78824)
126  POINT (-47.98085 -15.79038)
127  POINT (-47.98527 -15.78863)

[128 rows x 1 columns]"
398,600.4,"                        geometry
0    POINT (-47.88979 -15.74707)
1    POINT (-47.82298 -15.67538)
2    POINT (-47.82331 -15.67509)
3    POINT (-47.76089 -15.64431)
4    POINT (-47.75793 -15.64293)
..                           ...
160  POINT (-47.89537 -15.70986)
161  POINT (-47.89811 -15.71241)
162  POINT (-47.89611 -15.72536)
163  POINT (-47.89838 -15.71831)
164  POINT (-47.89801 -15.71827)

[165 rows x 1 columns]"
399,760.2,"                        geometry
0    POINT (-47.82415 -15.74474)
1    POINT (-47.82420 -15.74405)
2    POINT (-47.87419 -15.77607)
3    POINT (-47.87466 -15.77462)
4    POINT (-47.87472 -15.77182)
..                           ...
110  POINT (-47.88421 -15.72049)
111  POINT (-47.88332 -15.71798)
112  POINT (-47.89265 -15.72342)
113  POINT (-47.88321 -15.72205)
114  POINT (-47.89345 -15.72321)

[115 rows x 1 columns]"
400,366.7,"                        geometry
0    POINT (-48.12292 -15.88051)
1    POINT (-48.12651 -15.88212)
2    POINT (-48.12956 -15.88408)
3    POINT (-48.12968 -15.88358)
4    POINT (-48.12292 -15.88050)
..                           ...
155  POINT (-48.07789 -15.86274)
156  POINT (-48.07807 -15.86336)
157  POINT (-48.07531 -15.86209)
158  POINT (-48.07227 -15.86070)
159  POINT (-48.07197 -15.85997)

[160 rows x 1 columns]"
401,197.5,"                       geometry
0   POINT (-47.78887 -15.89755)
1   POINT (-47.79119 -15.89560)
2   POINT (-47.79144 -15.89588)
3   POINT (-47.78726 -15.89715)
4   POINT (-47.78566 -15.89730)
..                          ...
79  POINT (-47.82282 -15.87405)
80  POINT (-47.82087 -15.86615)
81  POINT (-47.82186 -15.86952)
82  POINT (-47.75963 -15.90974)
83  POINT (-47.75994 -15.90978)

[84 rows x 1 columns]"
402,531.3,"                        geometry
0    POINT (-47.89601 -15.74749)
1    POINT (-47.85345 -15.57895)
2    POINT (-47.85400 -15.57940)
3    POINT (-47.85116 -15.57034)
4    POINT (-47.84850 -15.56936)
..                           ...
150  POINT (-47.89554 -15.72391)
151  POINT (-47.89611 -15.72536)
152  POINT (-47.89579 -15.72520)
153  POINT (-47.89838 -15.71831)
154  POINT (-47.89801 -15.71827)

[155 rows x 1 columns]"
403,156.1,"                        geometry
0    POINT (-47.89601 -15.74749)
1    POINT (-47.97905 -15.84625)
2    POINT (-47.90633 -15.73623)
3    POINT (-47.90435 -15.73602)
4    POINT (-47.96572 -15.80723)
..                           ...
135  POINT (-47.89822 -15.74181)
136  POINT (-47.89728 -15.74474)
137  POINT (-47.89692 -15.74462)
138  POINT (-47.97923 -15.82525)
139  POINT (-47.97757 -15.82437)

[140 rows x 1 columns]"
404,306.1,"                        geometry
0    POINT (-48.02179 -15.86725)
1    POINT (-48.02037 -15.86801)
2    POINT (-48.02440 -15.86461)
3    POINT (-48.02379 -15.86620)
4    POINT (-48.01971 -15.86900)
..                           ...
153  POINT (-47.89801 -15.81589)
154  POINT (-47.89820 -15.81603)
155  POINT (-47.90020 -15.81720)
156  POINT (-47.89972 -15.81719)
157  POINT (-47.90083 -15.81642)

[158 rows x 1 columns]"
405,154.2,"                       geometry
0   POINT (-47.97905 -15.84625)
1   POINT (-47.91392 -15.82749)
2   POINT (-47.91414 -15.82765)
3   POINT (-47.91697 -15.82810)
4   POINT (-47.91438 -15.82782)
..                          ...
91  POINT (-47.90020 -15.81720)
92  POINT (-47.89972 -15.81719)
93  POINT (-47.90083 -15.81642)
94  POINT (-47.97923 -15.82525)
95  POINT (-47.97757 -15.82437)

[96 rows x 1 columns]"
406,205.1,"                        geometry
0    POINT (-48.06210 -16.01013)
1    POINT (-48.05989 -16.00639)
2    POINT (-48.06226 -16.00987)
3    POINT (-48.05950 -16.00462)
4    POINT (-48.05411 -15.99573)
..                           ...
280  POINT (-48.06402 -15.82356)
281  POINT (-48.09678 -15.80377)
282  POINT (-48.09676 -15.80384)
283  POINT (-48.09584 -15.80403)
284  POINT (-48.06277 -15.82719)

[285 rows x 1 columns]"
407,0.372,"                       geometry
0   POINT (-48.12292 -15.88051)
1   POINT (-48.12651 -15.88212)
2   POINT (-48.12956 -15.88408)
3   POINT (-48.12968 -15.88358)
4   POINT (-48.12292 -15.88050)
..                          ...
91  POINT (-48.06752 -15.81337)
92  POINT (-48.06875 -15.80978)
93  POINT (-48.06526 -15.81979)
94  POINT (-48.06402 -15.82356)
95  POINT (-48.06277 -15.82719)

[96 rows x 1 columns]"
408,0.515,"                        geometry
0    POINT (-47.82298 -15.67538)
1    POINT (-47.82331 -15.67509)
2    POINT (-47.79193 -15.64530)
3    POINT (-47.92875 -15.63459)
4    POINT (-47.91315 -15.64621)
..                           ...
99   POINT (-47.95215 -15.61762)
100  POINT (-47.95535 -15.61527)
101  POINT (-47.95226 -15.61739)
102  POINT (-47.94900 -15.61974)
103  POINT (-47.95835 -15.61287)

[104 rows x 1 columns]"
409,0.810,"                        geometry
0    POINT (-47.96304 -15.86636)
1    POINT (-47.96287 -15.86609)
2    POINT (-47.96680 -15.86686)
3    POINT (-47.96505 -15.86656)
4    POINT (-47.96109 -15.86449)
..                           ...
184  POINT (-47.91911 -15.80191)
185  POINT (-47.91606 -15.80011)
186  POINT (-47.92143 -15.80326)
187  POINT (-47.92345 -15.80438)
188  POINT (-47.91679 -15.80016)

[189 rows x 1 columns]"
410,0.822,"                        geometry
0    POINT (-47.92772 -15.85875)
1    POINT (-47.91252 -15.85298)
2    POINT (-47.91321 -15.85302)
3    POINT (-47.91816 -15.85623)
4    POINT (-47.92252 -15.85715)
..                           ...
210  POINT (-47.85612 -15.85135)
211  POINT (-47.85165 -15.84385)
212  POINT (-47.84676 -15.84287)
213  POINT (-47.85704 -15.85279)
214  POINT (-47.84916 -15.84286)

[215 rows x 1 columns]"
411,398.3,"                        geometry
0    POINT (-48.11097 -15.88964)
1    POINT (-48.11140 -15.89043)
2    POINT (-48.06789 -15.85945)
3    POINT (-48.06809 -15.85872)
4    POINT (-48.06786 -15.85941)
..                           ...
169  POINT (-48.13066 -15.81317)
170  POINT (-48.13487 -15.78586)
171  POINT (-48.13852 -15.80309)
172  POINT (-48.13885 -15.80389)
173  POINT (-48.13849 -15.80322)

[174 rows x 1 columns]"
412,2302,"                        geometry
0    POINT (-47.98974 -15.98019)
1    POINT (-47.98968 -15.97550)
2    POINT (-47.98886 -15.97966)
3    POINT (-47.94217 -15.86579)
4    POINT (-47.93857 -15.86309)
..                           ...
117  POINT (-47.89801 -15.81589)
118  POINT (-47.89820 -15.81603)
119  POINT (-47.90020 -15.81720)
120  POINT (-47.89972 -15.81719)
121  POINT (-47.90083 -15.81642)

[122 rows x 1 columns]"
413,0.253,"                        geometry
0    POINT (-47.99201 -15.97735)
1    POINT (-47.98974 -15.98019)
2    POINT (-47.98886 -15.97966)
3    POINT (-47.99197 -15.97683)
4    POINT (-48.02713 -16.02318)
..                           ...
251  POINT (-48.11769 -15.81706)
252  POINT (-48.11750 -15.81751)
253  POINT (-48.11731 -15.81709)
254  POINT (-48.11828 -15.81454)
255  POINT (-48.11858 -15.81477)

[256 rows x 1 columns]"
414,642.2,"                        geometry
0    POINT (-47.89601 -15.74749)
1    POINT (-47.82298 -15.67538)
2    POINT (-47.82331 -15.67509)
3    POINT (-47.76089 -15.64431)
4    POINT (-47.75793 -15.64293)
..                           ...
155  POINT (-47.89554 -15.72391)
156  POINT (-47.89611 -15.72536)
157  POINT (-47.89579 -15.72520)
158  POINT (-47.89838 -15.71831)
159  POINT (-47.89801 -15.71827)

[160 rows x 1 columns]"
415,0.383,"                        geometry
0    POINT (-48.11906 -15.84351)
1    POINT (-48.12230 -15.84582)
2    POINT (-48.12070 -15.84800)
3    POINT (-48.12093 -15.84814)
4    POINT (-48.11567 -15.84795)
..                           ...
174  POINT (-48.00055 -15.78633)
175  POINT (-47.98070 -15.79007)
176  POINT (-47.98555 -15.78824)
177  POINT (-47.98085 -15.79038)
178  POINT (-47.98527 -15.78863)

[179 rows x 1 columns]"
416,505.4,"                       geometry
0   POINT (-47.82261 -15.63894)
1   POINT (-47.82270 -15.63879)
2   POINT (-47.82156 -15.63859)
3   POINT (-47.82128 -15.63800)
4   POINT (-47.79487 -15.65319)
..                          ...
70  POINT (-47.82994 -15.63591)
71  POINT (-47.83124 -15.63609)
72  POINT (-47.85353 -15.63658)
73  POINT (-47.85342 -15.63549)
74  POINT (-47.85230 -15.63679)

[75 rows x 1 columns]"
417,0.765,"                        geometry
0    POINT (-47.80146 -15.80934)
1    POINT (-47.79426 -15.80343)
2    POINT (-47.80092 -15.80944)
3    POINT (-47.79461 -15.80345)
4    POINT (-47.81058 -15.82939)
..                           ...
176  POINT (-47.91091 -15.81558)
177  POINT (-47.91059 -15.81581)
178  POINT (-47.90791 -15.81387)
179  POINT (-47.90139 -15.82523)
180  POINT (-47.90071 -15.82521)

[181 rows x 1 columns]"
418,0.642,"                        geometry
0    POINT (-47.89601 -15.74749)
1    POINT (-47.82298 -15.67538)
2    POINT (-47.82331 -15.67509)
3    POINT (-47.76089 -15.64431)
4    POINT (-47.75793 -15.64293)
..                           ...
168  POINT (-47.89537 -15.70986)
169  POINT (-47.89811 -15.71241)
170  POINT (-47.89611 -15.72536)
171  POINT (-47.89838 -15.71831)
172  POINT (-47.89801 -15.71827)

[173 rows x 1 columns]"
419,0.886,"                        geometry
0    POINT (-48.03187 -15.86770)
1    POINT (-48.03240 -15.86772)
2    POINT (-48.02988 -15.87254)
3    POINT (-48.02949 -15.87220)
4    POINT (-48.04153 -15.85063)
..                           ...
141  POINT (-48.11769 -15.81706)
142  POINT (-48.11750 -15.81751)
143  POINT (-48.11731 -15.81709)
144  POINT (-48.11828 -15.81454)
145  POINT (-48.11858 -15.81477)

[146 rows x 1 columns]"
420,818.1,"                        geometry
0    POINT (-48.10194 -15.91846)
1    POINT (-48.10373 -15.92183)
2    POINT (-48.10463 -15.92348)
3    POINT (-48.10436 -15.92373)
4    POINT (-48.10302 -15.92129)
..                           ...
248  POINT (-47.98070 -15.79007)
249  POINT (-47.98555 -15.78824)
250  POINT (-47.98085 -15.79038)
251  POINT (-47.98527 -15.78863)
252  POINT (-47.93703 -15.77401)

[253 rows x 1 columns]"
421,0.759,"                        geometry
0    POINT (-47.89601 -15.74749)
1    POINT (-47.82415 -15.74474)
2    POINT (-47.82420 -15.74405)
3    POINT (-47.79686 -15.76030)
4    POINT (-47.79841 -15.76023)
..                           ...
122  POINT (-47.88421 -15.72049)
123  POINT (-47.88332 -15.71798)
124  POINT (-47.89265 -15.72342)
125  POINT (-47.88321 -15.72205)
126  POINT (-47.89345 -15.72321)

[127 rows x 1 columns]"
422,813.1,"                        geometry
0    POINT (-48.10194 -15.91846)
1    POINT (-48.10373 -15.92183)
2    POINT (-48.10463 -15.92348)
3    POINT (-48.10436 -15.92373)
4    POINT (-48.10302 -15.92129)
..                           ...
219  POINT (-47.91911 -15.80191)
220  POINT (-47.91606 -15.80011)
221  POINT (-47.92143 -15.80326)
222  POINT (-47.92345 -15.80438)
223  POINT (-47.91679 -15.80016)

[224 rows x 1 columns]"
423,761.2,"                       geometry
0   POINT (-47.78872 -15.76729)
1   POINT (-47.78873 -15.77012)
2   POINT (-47.79217 -15.76816)
3   POINT (-47.79319 -15.76588)
4   POINT (-47.79182 -15.76879)
..                          ...
88  POINT (-47.78223 -15.75993)
89  POINT (-47.87960 -15.79363)
90  POINT (-47.87574 -15.79396)
91  POINT (-47.87502 -15.79419)
92  POINT (-47.87438 -15.79530)

[93 rows x 1 columns]"
424,067.1,"                       geometry
0   POINT (-47.64432 -15.67070)
1   POINT (-47.64444 -15.66968)
2   POINT (-47.64629 -15.67129)
3   POINT (-47.64590 -15.67212)
4   POINT (-47.64730 -15.67178)
5   POINT (-47.64538 -15.67331)
6   POINT (-47.64615 -15.67188)
7   POINT (-47.64452 -15.66989)
8   POINT (-47.65168 -15.63571)
9   POINT (-47.65123 -15.63625)
10  POINT (-47.65501 -15.61826)
11  POINT (-47.65406 -15.61765)
12  POINT (-47.65437 -15.61777)
13  POINT (-47.65124 -15.63983)
14  POINT (-47.65075 -15.64035)
15  POINT (-47.65271 -15.67770)
16  POINT (-47.64753 -15.67469)
17  POINT (-47.65014 -15.67575)
18  POINT (-47.65283 -15.67766)
19  POINT (-47.65024 -15.67589)
20  POINT (-47.64791 -15.67495)
21  POINT (-47.65136 -15.68270)
22  POINT (-47.65134 -15.68313)
23  POINT (-47.65207 -15.68073)
24  POINT (-47.65139 -15.68218)
25  POINT (-47.65205 -15.68014)
26  POINT (-47.65105 -15.68187)
27  POINT (-47.65216 -15.67956)
28  POINT (-47.65012 -15.62102)
29  POINT (-47.65066 -15.62085)
30  POINT (-47.65136 -15.61807)
31  POINT (-47.65148 -15.61781)
32  POINT (-47.65045 -15.64661)
33  POINT (-47.65031 -15.64608)
34  POINT (-47.65141 -15.64794)
35  POINT (-47.65066 -15.64460)
36  POINT (-47.65085 -15.64344)
37  POINT (-47.65041 -15.64402)
38  POINT (-47.65125 -15.64776)
39  POINT (-47.64774 -15.66124)
40  POINT (-47.64981 -15.65355)
41  POINT (-47.64778 -15.66139)
42  POINT (-47.64933 -15.65643)
43  POINT (-47.64965 -15.65298)
44  POINT (-47.64948 -15.65678)
45  POINT (-47.65208 -15.63009)
46  POINT (-47.65042 -15.62722)
47  POINT (-47.65088 -15.62503)
48  POINT (-47.65181 -15.62887)
49  POINT (-47.65097 -15.62972)
50  POINT (-47.65031 -15.62472)
51  POINT (-47.65173 -15.63113)"
425,197.7,"                        geometry
0    POINT (-47.76832 -15.90857)
1    POINT (-47.84160 -15.85407)
2    POINT (-47.84150 -15.85445)
3    POINT (-47.83822 -15.85599)
4    POINT (-47.83250 -15.85868)
..                           ...
105  POINT (-47.82319 -15.87354)
106  POINT (-47.82282 -15.87405)
107  POINT (-47.82087 -15.86615)
108  POINT (-47.82314 -15.86299)
109  POINT (-47.82186 -15.86952)

[110 rows x 1 columns]"
426,0.965,"                        geometry
0    POINT (-48.07248 -15.80428)
1    POINT (-48.07241 -15.80472)
2    POINT (-48.06908 -15.80365)
3    POINT (-48.06546 -15.80253)
4    POINT (-48.06637 -15.80255)
..                           ...
101  POINT (-48.12988 -15.79666)
102  POINT (-48.12359 -15.81379)
103  POINT (-48.12335 -15.81369)
104  POINT (-48.12240 -15.81612)
105  POINT (-48.12270 -15.81624)

[106 rows x 1 columns]"
427,101.1,"                        geometry
0    POINT (-47.89601 -15.74749)
1    POINT (-47.82415 -15.74474)
2    POINT (-47.82420 -15.74405)
3    POINT (-47.78872 -15.76729)
4    POINT (-47.78873 -15.77012)
..                           ...
144  POINT (-47.88421 -15.72049)
145  POINT (-47.88332 -15.71798)
146  POINT (-47.89265 -15.72342)
147  POINT (-47.88321 -15.72205)
148  POINT (-47.89345 -15.72321)

[149 rows x 1 columns]"
428,2308,"                        geometry
0    POINT (-47.89601 -15.74749)
1    POINT (-47.98974 -15.98019)
2    POINT (-47.98968 -15.97550)
3    POINT (-47.98886 -15.97966)
4    POINT (-47.95740 -15.86094)
..                           ...
164  POINT (-47.89838 -15.73702)
165  POINT (-47.89805 -15.74110)
166  POINT (-47.89822 -15.74181)
167  POINT (-47.89728 -15.74474)
168  POINT (-47.89692 -15.74462)

[169 rows x 1 columns]"
