Linha_Sentido,Paradas
158.7,"[(178758.17873494356, 8252743.60651019), (190700.7218567105, 8252055.426684973), (178508.58181468278, 8252860.260368887), (190287.4995396006, 8252206.009815295), (178290.5239075928, 8253454.171786504), (189228.44890859054, 8252576.6587803885), (178537.78744026934, 8253582.880323465), (188515.5462853107, 8252693.161140456), (188011.30312208168, 8252597.810401991), (179368.42269201143, 8253145.380065469), (179751.70147297194, 8253081.792373206), (187925.63164508637, 8251595.639597445), (180018.93842073655, 8253052.294586872), (187503.79011095333, 8251002.994676043), (186007.1579323302, 8250193.077461584), (180219.88561049057, 8252394.863736956), (184684.62226624598, 8249806.364295826), (180652.1934888219, 8252297.760561439), (180974.85363103, 8252225.792097318), (184265.4580914318, 8250241.730228732), (181248.99015143004, 8252105.24200882), (181639.83836653782, 8251837.117397089), (184517.02083000075, 8251350.690227442), (181876.87818808676, 8250650.864061548), (182621.92047339652, 8250546.205382824), (183930.43581098854, 8251098.244868871), (183234.66213686304, 8250459.671085116), (183845.98543090094, 8250727.564081748), (184440.9848970266, 8249950.82575936), (185661.6861806999, 8249988.6232047705), (186271.81214024406, 8250210.702254756), (188689.3180491896, 8252323.820497675), (189255.98550432175, 8252104.276985513), (189528.02265808644, 8252024.23772208), (189924.4800281293, 8251922.456679089), (190614.56612201524, 8251752.935679532), (191256.79794562783, 8251833.370585918)]"
194.1,"[(204909.83861080068, 8238778.965685713), (205254.93829420675, 8238798.728575391), (186053.45980903215, 8247516.6907029245), (186478.213095499, 8247963.161215253), (186762.4411187402, 8248181.764508706), (187048.12091666256, 8248401.114006185), (187334.40064350402, 8248620.817511386), (187619.6170199612, 8248839.826929897), (204617.9437370567, 8238783.3314735005), (187904.54815834181, 8249058.772262901), (188192.48126662755, 8249279.0024988605), (188477.3206616452, 8249498.020824533), (188758.03647202376, 8249715.9946557), (203759.06141387037, 8239835.761532827), (189247.77280362791, 8250136.059374602), (189461.27315216162, 8250355.265685835), (189678.27090739994, 8250601.4844608875), (202947.06063116575, 8239687.989137076), (189902.2817381414, 8250871.52039122), (202661.12559192994, 8239900.610849624), (202355.3423151984, 8240127.7864581365), (202066.05579604412, 8240344.800467283), (190614.56612201524, 8251752.935679532), (201661.5240683591, 8240473.606365394), (201110.5031629083, 8240617.293305836), (191433.309925872, 8251522.318732144), (200680.6111245539, 8241064.517506396), (192248.2845967843, 8251280.160657467), (200060.69863402058, 8241239.935545069), (192968.6177473792, 8251056.569322089), (199568.6794112955, 8241412.617878754), (193331.159927079, 8250944.680728183), (194309.4637950105, 8250875.231044563), (197714.1683769832, 8242186.173514492), (197689.23207182554, 8242957.86165237), (195017.21486398455, 8249953.177769543), (197785.13665769272, 8243461.303860999), (197886.37380553747, 8243835.570617477), (196486.38575385814, 8249057.564965221), (197263.56197022658, 8247706.0854176115), (197740.23634222656, 8246516.213625845), (195658.0244821077, 8249561.389519616), (198334.71244504617, 8241729.940016305)]"
501.2,"[(201402.28231124312, 8267949.419415804), (186053.45980903215, 8247516.6907029245), (200830.40535502008, 8268324.5249680225), (200219.9973629405, 8268437.572939186), (199866.3500796497, 8268503.22052278), (199474.46091659568, 8268258.190953269), (187072.22658845445, 8247383.004141379), (199423.97835823317, 8267866.610156266), (187645.89030506217, 8247822.551024338), (199335.79296214844, 8267419.112995426), (199240.76468478172, 8266922.35267963), (188216.26218335005, 8248260.679853225), (188789.02779485492, 8248700.512352758), (189360.7360385759, 8249141.672259031), (198154.6733928781, 8265608.274555073), (189901.5445094383, 8249626.448272564), (197341.20149803208, 8264988.305476395), (190401.226520792, 8250185.335211844), (190845.54068315975, 8250787.819562267), (191225.63215564645, 8251734.843398984), (195844.88137381137, 8264045.292874716), (191445.6404575478, 8252759.306318941), (191415.14943195877, 8253485.861917296), (197052.7522986479, 8263024.570687479), (191318.86587358304, 8254210.279842323), (191150.98508697763, 8254915.668352024), (190928.4330635143, 8255602.827927026), (190704.75703903034, 8256288.320898135), (197341.82473602594, 8262053.91658067), (190481.93401815728, 8256971.822078447), (197897.0808453901, 8261673.960311042), (190320.08429733466, 8257469.515508374), (190158.113002, 8257954.6569), (189641.2509800076, 8259333.669484495), (189392.45437412002, 8260098.612968974), (189663.21501402854, 8261033.821125584), (195152.7227626151, 8262997.694546574), (194360.71606607302, 8263017.109407354), (193555.59697432176, 8263611.590045236), (192315.21975504715, 8262818.36710995), (193004.38704442861, 8263189.776081482), (189095.56619191405, 8260728.656689658), (196082.19555351083, 8264286.51081983), (190855.94944832928, 8251214.404782307)]"
136.6,"[(191269.63121572474, 8261516.356792482), (186053.45980903215, 8247516.6907029245), (186478.213095499, 8247963.161215253), (186762.4411187402, 8248181.764508706), (187048.12091666256, 8248401.114006185), (191032.64710530682, 8260466.659767414), (187334.40064350402, 8248620.817511386), (187619.6170199612, 8248839.826929897), (187904.54815834181, 8249058.772262901), (188192.48126662755, 8249279.0024988605), (190876.0836144948, 8259872.4567642575), (188477.3206616452, 8249498.020824533), (188758.03647202376, 8249715.9946557), (190349.58384861075, 8259688.091410147), (189889.63122400944, 8259558.362073541), (189247.77280362791, 8250136.059374602), (189461.27315216162, 8250355.265685835), (189678.27090739994, 8250601.4844608875), (189902.2817381414, 8250871.52039122), (189474.29779440613, 8258348.807317869), (189406.00966588032, 8257490.907248838), (190579.7541188456, 8252484.453521726), (189510.99294595528, 8257168.520470135), (189629.4939881902, 8256805.2914250465), (190619.17208496187, 8253196.441279561), (189734.96094241293, 8256481.893770757), (190585.00952220432, 8253553.594632948), (189851.29972286883, 8256124.173616398), (189957.58434905877, 8255797.271529938), (190473.57809777986, 8254256.165194158), (190076.22523004655, 8255434.331641055), (190179.6754340932, 8255115.173147885)]"
340.1,"[(154392.30743951845, 8235301.669594762), (152943.22783793742, 8234734.682327026), (153325.90318016062, 8234809.267945209)]"
0.871,"[(190700.7218567105, 8252055.426684973), (172589.016404794, 8238478.786285509), (190287.4995396006, 8252206.009815295), (171848.7459529998, 8238630.023757098), (189228.44890859054, 8252576.6587803885), (188515.5462853107, 8252693.161140456), (188011.30312208168, 8252597.810401991), (187925.63164508637, 8251595.639597445), (187503.79011095333, 8251002.994676043), (173792.62852484686, 8236865.135470762), (186007.1579323302, 8250193.077461584), (184684.62226624598, 8249806.364295826), (173405.36822499445, 8238199.735286955), (173225.75716551446, 8238746.850734762), (183520.49170357655, 8249970.940593015), (173099.55578407337, 8239137.4517476065), (183130.29750840963, 8250027.892468717), (182721.437610183, 8250083.629464138), (172858.00779678056, 8239875.45737635), (182269.10892409456, 8250146.093032495), (172706.77308561164, 8240335.718228771), (172437.5819072334, 8241164.540970024), (181057.04614727656, 8249710.39866939), (180294.78156316743, 8249574.799710918), (173118.21479147358, 8242060.077449282), (179777.91802097476, 8249640.416377651), (173559.25563206954, 8242374.589146979), (179232.21489541937, 8249699.418461042), (174019.84049153645, 8242607.803835192), (178819.2003116657, 8249569.508044245), (175084.4121152423, 8242484.726354061), (177954.27739411872, 8249226.343460563), (177643.1273938021, 8249102.518460437), (175561.18243442386, 8242422.269423284), (175535.72802559257, 8242853.865558609), (175272.86894943612, 8243348.21109428), (175410.17634986274, 8247889.271584206), (174492.16396236274, 8244792.828088546), (174339.895595817, 8245081.648217827), (174100.62114019663, 8247422.5465837335), (173579.12738966587, 8247346.082000319), (173865.10483866397, 8245983.241128114), (174786.0242658942, 8247531.290333842), (175838.2721836318, 8248154.648667809), (176290.57739242545, 8248444.1028347695), (185661.6861806999, 8249988.6232047705), (186271.81214024406, 8250210.702254756), (188689.3180491896, 8252323.820497675), (172838.94191528298, 8238276.831456505), (189255.98550432175, 8252104.276985513), (189528.02265808644, 8252024.23772208), (189924.4800281293, 8251922.456679089), (190614.56612201524, 8251752.935679532), (191256.79794562783, 8251833.370585918)]"
0.918,"[(164248.41622186414, 8252014.863650273), (187615.76595209254, 8252192.525842104), (187506.80292824854, 8251840.711856617), (164781.81125946424, 8252124.397128671), (187103.26473628732, 8251248.850189413), (186831.07321159306, 8251075.572377272), (165282.86387089372, 8251933.352646167), (186521.85079469954, 8250892.890755431), (186254.35787243582, 8250722.207300155), (165606.83098800643, 8251092.825081741), (185808.27138631183, 8250940.650167267), (165839.21651930694, 8250852.741194831), (185729.37857612778, 8251447.439903963), (166726.2327209184, 8251286.343741453), (185559.89969279908, 8251147.2224617), (167150.30685306215, 8251032.697018248), (185277.09565745894, 8250957.119967743), (167432.88698211408, 8250839.433421526), (167696.1026876054, 8250662.89146385), (167985.8772829891, 8250467.449028386), (184517.02083000075, 8251350.690227442), (168806.80988978804, 8249846.982909839), (168960.23464639828, 8249483.683713985), (169254.2841282334, 8248635.306611467), (169545.10213788325, 8247803.887315804), (183930.43581098854, 8251098.244868871), (183845.98543090094, 8250727.564081748), (169772.97185993195, 8247155.318107819), (183209.18060432386, 8250501.612653415), (182565.64974978525, 8250591.728903388), (182150.41906600277, 8250650.535612281), (171404.94572179046, 8246742.039669225), (181974.970496891, 8250340.026582049), (172273.02282735214, 8247272.85391079), (181038.45159280984, 8249777.64769091), (180182.32306239873, 8249656.217044954), (179885.86448762275, 8249697.878108957), (173579.12738966587, 8247346.082000319), (173985.27322562895, 8247345.702272168), (179264.86140553042, 8249748.616435824), (178812.6367347729, 8249621.09954864), (174757.02281352336, 8247461.109797381), (175340.63841114208, 8247776.371929807), (177845.01067116205, 8249236.274307378), (175828.00510416133, 8248082.194458064), (177206.40437845653, 8248998.697885699), (176198.29045912082, 8248324.739418537), (170769.124456879, 8246922.282605333)]"
517.2,"[(186053.45980903215, 8247516.6907029245), (186478.213095499, 8247963.161215253), (197348.72555984568, 8267897.427275242), (186762.4411187402, 8248181.764508706), (196955.39415738464, 8267723.857817181), (187048.12091666256, 8248401.114006185), (187334.40064350402, 8248620.817511386), (187619.6170199612, 8248839.826929897), (187904.54815834181, 8249058.772262901), (188192.48126662755, 8249279.0024988605), (188477.3206616452, 8249498.020824533), (188758.03647202376, 8249715.9946557), (189247.77280362791, 8250136.059374602), (189461.27315216162, 8250355.265685835), (189678.27090739994, 8250601.4844608875), (194856.23126361283, 8267204.697777875), (189902.2817381414, 8250871.52039122), (194962.09950898748, 8266743.379491164), (195264.67680908763, 8266091.615867186), (190579.7541188456, 8252484.453521726), (195473.45525085158, 8265754.175590543), (195460.31851924193, 8265219.653786594), (190619.17208496187, 8253196.441279561), (190585.00952220432, 8253553.594632948), (190473.57809777986, 8254256.165194158), (194475.75020257273, 8264340.4974735845), (194187.77432064776, 8264092.262931266), (190217.61899194724, 8255131.630785237), (193702.82300805353, 8263718.071726772), (190103.35572551686, 8255484.904683626), (189995.57942850498, 8255813.307955481), (189876.18568335177, 8256181.438554192), (189772.80780796942, 8256499.775844228), (189651.87968091277, 8256865.893322604), (192374.46986306232, 8262923.356036427), (189549.2737386107, 8257181.852199043), (189423.7273241693, 8257570.028224368), (189381.9833703522, 8258021.2960928595), (189641.2509800076, 8259333.669484495), (189095.56619191405, 8260728.656689658), (189392.45437412002, 8260098.612968974), (189373.70845953046, 8260747.484664811), (189663.21501402854, 8261033.821125584), (193004.38704442861, 8263189.776081482)]"
188.1,"[(202045.95874263713, 8255525.451532738), (203580.96480927808, 8243395.822559244), (202213.784922346, 8256156.788681678), (202693.10240317398, 8243806.4608456325), (202065.28169851826, 8243741.083799225), (201757.4728590569, 8243665.225203), (200877.4631517738, 8243857.031789691), (200515.10425329563, 8243558.910083336), (203773.90584933647, 8256416.989338335), (199713.75490312604, 8242623.649091634), (202886.28730857355, 8256071.863049958), (199519.20901798795, 8242215.406383692), (202149.93743432235, 8254532.146201262), (197785.13665769272, 8243461.303860999), (197886.37380553747, 8243835.570617477), (202438.4382179837, 8252838.548578775), (199356.415136531, 8246898.168621112), (199728.4957956635, 8247409.74263076), (200645.964806356, 8250818.936178273), (200525.74219802328, 8248571.15110633), (199882.1395653622, 8250154.459492747), (200781.16358912148, 8249540.40326495), (201865.58619388548, 8251766.60307277)]"
600.2,"[(215707.0098695791, 8271538.605651972), (186053.45980903215, 8247516.6907029245), (215874.87484164553, 8271891.9433328435), (216070.2675327342, 8272216.75176727), (216193.38287537312, 8270835.674515276), (187072.22658845445, 8247383.004141379), (187645.89030506217, 8247822.551024338), (188216.26218335005, 8248260.679853225), (214965.13183665572, 8270762.368132783), (214481.930719934, 8270828.477519451), (188789.02779485492, 8248700.512352758), (189360.7360385759, 8249141.672259031), (213901.5787903528, 8271222.999190341), (189901.5445094383, 8249626.448272564), (213454.1353905435, 8271507.161393443), (213451.06166909527, 8272075.015387684), (190401.226520792, 8250185.335211844), (190845.54068315975, 8250787.819562267), (213403.37561881886, 8273169.764289363), (213244.08633859223, 8273484.033026344), (191225.63215564645, 8251734.843398984), (212553.6889812834, 8273429.1136558205), (191445.6404575478, 8252759.306318941), (191415.14943195877, 8253485.861917296), (191318.86587358304, 8254210.279842323), (211108.07202031364, 8272572.311327059), (210739.7464275497, 8272352.878050073), (191150.98508697763, 8254915.668352024), (190928.4330635143, 8255602.827927026), (209956.86702172284, 8271891.864520598), (190704.75703903034, 8256288.320898135), (208851.5487068019, 8271236.697223076), (190481.93401815728, 8256971.822078447), (190320.08429733466, 8257469.515508374), (208047.76351736736, 8270767.421922927), (190158.113002, 8257954.6569), (206682.90592115722, 8269957.447243901), (189641.2509800076, 8259333.669484495), (189392.45437412002, 8260098.612968974), (205512.53869643068, 8269283.559263669), (189373.70845953046, 8260747.484664811), (189663.21501402854, 8261033.821125584), (204272.20831486466, 8268671.095054243), (203914.935522242, 8268494.535402765), (203464.96611402812, 8268273.886657878), (202893.6756388966, 8267990.993814243), (202487.76742592346, 8267793.400664886), (192315.21975504715, 8262818.36710995), (201595.09438313768, 8267407.761071854), (193004.38704442861, 8263189.776081482), (201229.69991175478, 8267205.520825903), (193584.09410389673, 8263419.413753274), (200461.04360293993, 8266794.840964316), (199963.9185797574, 8266549.114931036), (194681.7642530605, 8263817.958958887), (199608.64018424822, 8266383.159752676), (195368.53097279952, 8264047.829813681), (195629.65711349293, 8264140.079046378), (196082.19555351083, 8264286.51081983), (198154.6733928781, 8265608.274555073), (197341.20149803208, 8264988.305476395), (194227.91580158583, 8263736.007498219), (189095.56619191405, 8260728.656689658), (190855.94944832928, 8251214.404782307)]"
0.67,"[(202062.1202021696, 8253497.89908535), (215315.42020969075, 8271512.731610089), (215707.0098695791, 8271538.605651972), (215874.87484164553, 8271891.9433328435), (202157.56589155184, 8254869.693301204), (216070.2675327342, 8272216.75176727), (202463.9628497276, 8255881.411118288), (216193.38287537312, 8270835.674515276), (203180.96799588169, 8256155.241549967), (204090.02582330006, 8256535.619466461), (204466.62840892997, 8256580.671347723), (215696.48885493976, 8269585.576047138), (204888.8628480286, 8256429.074067792), (215749.71793215506, 8269130.112744251), (205160.78717515024, 8256265.842950887), (205662.29656580015, 8255978.445634044), (205927.48459222732, 8255812.024636667), (207144.21283957368, 8255383.12896054), (207970.58845949848, 8255912.310372167), (208352.6931164136, 8256194.78707621), (209048.8584730212, 8256720.634030409), (215796.39330353943, 8268730.583464039), (209603.92438780994, 8257135.769263506), (209956.85072590085, 8257375.288944244), (215938.6222686523, 8267676.637205147), (215977.51064490166, 8267295.115483727), (210714.5555427712, 8257857.958079205), (216155.04139104363, 8266763.9573264), (216520.62652643223, 8265834.958031734), (212363.7836264623, 8258448.842893822), (212753.08492070425, 8258462.533663679), (216228.8303039894, 8265029.807823599), (215828.20060100214, 8264475.901243339), (215600.81516008027, 8263350.45067331), (214913.55907293654, 8259664.858544187)]"
207.4,"[(169105.47251980205, 8242813.231050327), (168850.7838979815, 8242891.255138905), (168575.8103898926, 8242757.79187572), (168329.98114042415, 8242555.062182032), (168089.40173719666, 8242272.443907933), (167571.94446428132, 8242016.4254909195), (167114.80563837284, 8241789.18870071), (166725.47518982145, 8241597.959002384), (166352.06492205808, 8241410.9945472935), (165996.5012519469, 8241236.112094042), (165678.4096286741, 8241080.707712189), (165415.33669044514, 8240950.451302021), (165128.95315858745, 8240808.668517903), (164229.21982525563, 8240364.1965218475), (163752.72579732357, 8240127.567399458), (163351.05155174813, 8239929.621225744), (161056.08586258127, 8237376.558852272), (158435.89043090487, 8231221.398660831), (154650.1821269864, 8229640.815064144), (151761.6632231591, 8224623.896026818)]"
0.617,"[(215717.04742285504, 8264601.048006139), (186053.45980903215, 8247516.6907029245), (215907.00191866898, 8265139.5592316035), (216424.7935891825, 8265431.227204094), (187072.22658845445, 8247383.004141379), (187645.89030506217, 8247822.551024338), (188216.26218335005, 8248260.679853225), (216151.1103335946, 8266748.241080849), (215962.2242412964, 8267255.650015487), (188789.02779485492, 8248700.512352758), (215921.77893755832, 8267612.49696331), (189360.7360385759, 8249141.672259031), (215759.78408457217, 8268252.52345096), (189901.5445094383, 8249626.448272564), (215337.67887758894, 8268212.955079929), (214944.50852514582, 8268193.5946428), (190401.226520792, 8250185.335211844), (214165.67247222032, 8268160.13187324), (190845.54068315975, 8250787.819562267), (213646.38467340992, 8268000.125392206), (191225.63215564645, 8251734.843398984), (212950.48349938798, 8268334.581910815), (212405.82327665068, 8268666.417769807), (191445.6404575478, 8252759.306318941), (211889.4273801804, 8268955.554282251), (211442.94794664177, 8269226.40760782), (191415.14943195877, 8253485.861917296), (211116.63029938855, 8269546.604091542), (191318.86587358304, 8254210.279842323), (210856.72436182346, 8269976.442876078), (191150.98508697763, 8254915.668352024), (190928.4330635143, 8255602.827927026), (190704.75703903034, 8256288.320898135), (210103.8987948603, 8271923.0467600655), (190481.93401815728, 8256971.822078447), (190320.08429733466, 8257469.515508374), (190158.113002, 8257954.6569), (208851.5487068019, 8271236.697223076), (208047.76351736736, 8270767.421922927), (189665.9365442624, 8259477.400495834), (189392.45437412002, 8260098.612968974), (206682.90592115722, 8269957.447243901), (189663.21501402854, 8261033.821125584), (205512.53869643068, 8269283.559263669), (204272.20831486466, 8268671.095054243), (203914.935522242, 8268494.535402765), (192315.21975504715, 8262818.36710995), (203464.96611402812, 8268273.886657878), (202893.6756388966, 8267990.993814243), (193004.38704442861, 8263189.776081482), (202487.76742592346, 8267793.400664886), (193584.09410389673, 8263419.413753274), (201595.09438313768, 8267407.761071854), (201229.69991175478, 8267205.520825903), (194681.7642530605, 8263817.958958887), (195368.53097279952, 8264047.829813681), (200461.04360293993, 8266794.840964316), (195629.65711349293, 8264140.079046378), (199963.9185797574, 8266549.114931036), (196082.19555351083, 8264286.51081983), (199608.64018424822, 8266383.159752676), (197376.9662709214, 8264956.050928355), (198154.6733928781, 8265608.274555073), (194227.91580158583, 8263736.007498219), (189095.56619191405, 8260728.656689658), (190855.94944832928, 8251214.404782307)]"
0.331,"[(191063.07055245704, 8251755.471603927), (164248.41622186414, 8252014.863650273), (190700.7218567105, 8252055.426684973), (190287.4995396006, 8252206.009815295), (164834.37333335332, 8251804.430954238), (164948.3904531261, 8251494.2527686395), (189228.44890859054, 8252576.6587803885), (165171.21181242215, 8250924.136116661), (165294.95787688508, 8250615.167710921), (188515.5462853107, 8252693.161140456), (165460.34535363165, 8250235.488848757), (165570.24964704848, 8249907.841077397), (187938.27119072253, 8252868.25705171), (165890.65619037137, 8249074.183407773), (187139.12071727338, 8253114.615342094), (186564.7573150767, 8253289.253496982), (166434.68146012077, 8248243.55145258), (185787.69799460453, 8253532.250322023), (166787.63357594036, 8248438.830602573), (167121.25278159403, 8248628.567359627), (185028.21262690763, 8253458.930986668), (167570.70406640423, 8248875.5959754605), (167973.38038960562, 8249102.723645786), (168402.7399665194, 8249341.570707957), (184401.16145164508, 8252438.147564219), (169217.31393931631, 8249699.324035059), (169907.8670455879, 8249939.712230459), (170825.54281607995, 8250260.188197313), (171181.21195811767, 8250383.860882785), (171567.04638908323, 8250513.174571648), (181054.48059236823, 8251816.819175951), (172286.8178115528, 8250765.3682929315), (180636.072843433, 8252024.162803016), (172694.38853213168, 8251256.026620022), (180112.55651407572, 8252219.382236174), (179807.7095601163, 8252306.502248311), (179288.92068118422, 8252403.345006275), (173744.0848740699, 8251798.681022194), (178494.02430907782, 8252447.663643823), (174414.0634367633, 8251827.859611496), (177807.08457882417, 8252380.107877391), (174918.51139909774, 8251829.5248830775), (177265.72311782182, 8252257.49772662), (175498.22797617505, 8251858.074694258), (176743.2071414781, 8252120.162194166), (176097.2897934406, 8251935.901340252), (187613.35182840418, 8252721.201085612), (188689.3180491896, 8252323.820497675), (189255.98550432175, 8252104.276985513), (189528.02265808644, 8252024.23772208), (189924.4800281293, 8251922.456679089), (190614.56612201524, 8251752.935679532)]"
380.2,"[(162532.11422302714, 8241107.6575780185), (190700.7218567105, 8252055.426684973), (190287.4995396006, 8252206.009815295), (163384.63657956343, 8240720.960818381), (189228.44890859054, 8252576.6587803885), (188515.5462853107, 8252693.161140456), (162943.46488045936, 8239948.18227561), (188011.30312208168, 8252597.810401991), (187925.63164508637, 8251595.639597445), (163666.26802272594, 8240654.486875939), (187503.79011095333, 8251002.994676043), (164257.93388010806, 8240312.301142921), (164644.0874541013, 8240505.7144842595), (165135.5589403892, 8240748.036297864), (165451.35770020954, 8240904.925010424), (186007.1579323302, 8250193.077461584), (165688.26835793757, 8241021.928543488), (165963.88684582664, 8241156.405424839), (166397.8351442251, 8241370.971392807), (166683.8356009657, 8241512.835317944), (184684.62226624598, 8249806.364295826), (167186.34225596575, 8241761.197105564), (167612.8346969689, 8241972.547437001), (167907.19851670798, 8242118.449560589), (183186.14823277682, 8249985.697628003), (168675.46147046593, 8242743.756067473), (182296.48677353805, 8250112.565336465), (169184.04650444794, 8242996.036121405), (169456.00557724392, 8243129.7652846165), (169795.03127083584, 8243344.476419458), (181073.71489729354, 8249718.336169398), (170313.88640082855, 8243756.201461123), (180294.78156316743, 8249574.799710918), (170607.46960984118, 8243900.993429106), (170931.20277506247, 8244060.646862923), (179791.94093765572, 8249632.214294309), (179249.94197877074, 8249694.259086038), (171154.9710903613, 8244559.298557567), (178838.9117700191, 8249570.169502579), (171362.5646602703, 8245089.445970905), (171808.24866736843, 8245085.443324425), (177972.9305191377, 8249227.137210564), (177684.1378105105, 8249112.70491878), (172511.09602615345, 8246406.161246395), (176290.57739242545, 8248444.1028347695), (172318.3335164128, 8246641.17131905), (175838.2721836318, 8248154.648667809), (172273.02282735214, 8247272.85391079), (175430.15239154975, 8247894.2986675445), (172738.1688535731, 8247408.464401589), (174786.0242658942, 8247531.290333842), (174100.62114019663, 8247422.5465837335), (173579.12738966587, 8247346.082000319), (172631.2698524732, 8246791.297296703), (172990.2873433683, 8246494.516128021), (173447.58660683376, 8246207.469302026), (173218.83150204303, 8245983.246493003), (172773.43654455084, 8246222.497612739), (185661.6861806999, 8249988.6232047705), (186271.81214024406, 8250210.702254756), (188689.3180491896, 8252323.820497675), (189255.98550432175, 8252104.276985513), (189528.02265808644, 8252024.23772208), (189924.4800281293, 8251922.456679089), (190614.56612201524, 8251752.935679532), (191256.79794562783, 8251833.370585918)]"
0.383,"[(165066.3821182982, 8246188.962867392), (191063.07055245704, 8251755.471603927), (165320.87334915885, 8245863.339175447), (190700.7218567105, 8252055.426684973), (165520.02628732193, 8245595.081347388), (165694.2261579281, 8245374.1970518995), (190287.4995396006, 8252206.009815295), (165893.04818055694, 8245105.239682342), (189228.44890859054, 8252576.6587803885), (188515.5462853107, 8252693.161140456), (187938.27119072253, 8252868.25705171), (166284.25401586594, 8245432.138725322), (166096.50401918904, 8245670.525946256), (187139.12071727338, 8253114.615342094), (165914.86397792283, 8245917.080221822), (165720.9834870413, 8246164.797807722), (186564.7573150767, 8253289.253496982), (165542.11253701884, 8246407.166716077), (185787.69799460453, 8253532.250322023), (166069.75701022218, 8246432.5278254645), (166268.49359953575, 8246165.268395027), (166445.8778726036, 8245938.225150421), (166641.68063157707, 8245675.672724702), (185028.21262690763, 8253458.930986668), (167070.53466524725, 8245542.2282504495), (167320.06954383053, 8245738.636475468), (184401.16145164508, 8252438.147564219), (167648.10633403776, 8245989.091153697), (168065.0260184936, 8246683.878029943), (167883.1339435527, 8247004.195220447), (167599.0356698786, 8247513.685414513), (167160.8006082978, 8248304.731351359), (181054.48059236823, 8251816.819175951), (167121.25278159403, 8248628.567359627), (180636.072843433, 8252024.162803016), (167570.70406640423, 8248875.5959754605), (167973.38038960562, 8249102.723645786), (180112.55651407572, 8252219.382236174), (179807.7095601163, 8252306.502248311), (168402.7399665194, 8249341.570707957), (179288.92068118422, 8252403.345006275), (169217.31393931631, 8249699.324035059), (178494.02430907782, 8252447.663643823), (169907.8670455879, 8249939.712230459), (177807.08457882417, 8252380.107877391), (177265.72311782182, 8252257.49772662), (170825.54281607995, 8250260.188197313), (171181.21195811767, 8250383.860882785), (176743.2071414781, 8252120.162194166), (171567.04638908323, 8250513.174571648), (176113.4145236464, 8251975.322776907), (172286.8178115528, 8250765.3682929315), (175497.2067198491, 8251892.81487989), (174915.12775891897, 8251865.887330868), (172694.38853213168, 8251256.026620022), (173761.1034321709, 8251836.075229597), (174414.0634367633, 8251827.859611496), (187613.35182840418, 8252721.201085612), (188689.3180491896, 8252323.820497675), (189255.98550432175, 8252104.276985513), (189528.02265808644, 8252024.23772208), (189924.4800281293, 8251922.456679089), (190614.56612201524, 8251752.935679532)]"
190.3,"[(204610.1334040499, 8238904.118332542), (203671.46793356806, 8239905.793628799), (202947.06063116575, 8239687.989137076), (204080.0857608808, 8238800.2137808), (204408.49042603705, 8238559.0635735765), (204652.74738951412, 8238222.860610883), (204960.6042105148, 8236909.1038010605), (205406.29786800005, 8236292.483338014), (207074.00514459598, 8235609.46181236), (207898.05507245567, 8235393.08712769), (209934.25603838975, 8234851.502617294), (212878.1658709469, 8235106.366082148), (214889.9524069784, 8233452.75268929), (221223.21684867103, 8235677.908625577), (221821.25927849713, 8235925.648606444), (222477.7316897139, 8236068.996902789), (223059.53725001233, 8236194.7125054505), (223445.8821075788, 8236279.607062854), (223781.83333855373, 8236352.522371292), (224169.0224786541, 8236437.413677269), (224548.32245530386, 8236522.943521917), (224901.4225323722, 8236618.0313044395), (221615.82678805658, 8236496.897844061), (221442.03063665656, 8237103.644599966), (221181.32097558913, 8237988.819807385), (220730.73669119756, 8239546.146186161), (220480.48914288922, 8240407.011201066), (220203.81217306177, 8241356.763435025), (220053.01017334656, 8241892.981766391), (219928.05405279627, 8242308.773912502), (219556.63539900357, 8243599.984133801), (219337.42071006203, 8244343.102334285), (219422.00392049592, 8243984.56011089), (220283.17372475227, 8241005.08244578), (220894.35576796942, 8238904.601474475), (221291.98934132716, 8237531.113035883), (203579.70332990907, 8239213.733514023)]"
