Linha_Sentido,Paradas
929.2,"[(164248.41622186414, 8252014.863650273), (163764.3051748249, 8251749.542913579), (164021.57244963292, 8250051.9918182315), (164528.04097211882, 8250217.507649342), (164976.09906536742, 8250413.661474611), (165443.8837631323, 8250223.789655823), (165570.24964704848, 8249907.841077397)]"
642.2,"[(210841.57839658717, 8272360.754038684), (211163.8340239823, 8272550.543617135), (212101.2258586426, 8273106.6856008535), (209956.86702172284, 8271891.864520598), (208851.5487068019, 8271236.697223076), (208047.76351736736, 8270767.421922927), (206682.90592115722, 8269957.447243901), (205512.53869643068, 8269283.559263669), (204272.20831486466, 8268671.095054243), (203914.935522242, 8268494.535402765), (203464.96611402812, 8268273.886657878), (202893.6756388966, 8267990.993814243), (202487.76742592346, 8267793.400664886), (201595.09438313768, 8267407.761071854), (201229.69991175478, 8267205.520825903), (200461.04360293993, 8266794.840964316), (199963.9185797574, 8266549.114931036), (199608.64018424822, 8266383.159752676), (198154.6733928781, 8265608.274555073), (197341.20149803208, 8264988.305476395), (195610.47242729441, 8264215.703181763), (195354.0435751725, 8264097.391246586), (194756.92016968242, 8263892.090505521), (194227.91580158583, 8263736.007498219), (193555.59697432176, 8263611.590045236), (189095.56619191405, 8260728.656689658), (189353.06836045306, 8260093.525008486), (189607.8357205068, 8259315.595417249), (189474.29779440613, 8258348.807317869), (189285.61650584632, 8257858.764298311), (189406.00966588032, 8257490.907248838), (189510.99294595528, 8257168.520470135), (189629.4939881902, 8256805.2914250465), (189734.96094241293, 8256481.893770757), (189851.29972286883, 8256124.173616398), (189957.58434905877, 8255797.271529938), (190076.22523004655, 8255434.331641055), (190179.6754340932, 8255115.173147885), (190297.81348333115, 8254751.666301979), (190506.04257028562, 8253843.892649552), (190547.71457660716, 8253513.445100055), (190575.77520444727, 8253170.847098725), (190570.83115485572, 8252698.3407064015), (190209.03241758925, 8251451.811272773), (189644.98434749688, 8250625.3057868285), (189212.53851062065, 8250159.52345088), (188725.73440261654, 8249740.437633227), (188409.70275934873, 8249496.473861199), (188157.94256196212, 8249303.370406082), (187931.8346133458, 8249129.994791511), (187620.26233633162, 8248890.693980674), (187341.49559256263, 8248677.156034567), (187057.0262696956, 8248458.447896175), (186766.06940547808, 8248234.977890616), (186495.95887555182, 8248027.685981722), (186047.2431512495, 8247539.260541688)]"
505.4,"[(194492.6297247656, 8269068.4852992045), (201402.28231124312, 8267949.419415804), (195345.1584579366, 8268996.934607172), (195792.6596556079, 8269101.682523987), (196181.3799744029, 8269187.679241244), (201130.76538079558, 8267829.663434813), (200680.33404651016, 8267820.4284322085), (196884.7780980831, 8269479.320577666), (197308.8204816868, 8269379.043909146), (197352.46081921097, 8269007.752526414), (200024.41711928401, 8267435.023495825), (197092.49372480455, 8268798.152756485), (199672.23791261902, 8267498.618905165), (199054.3894488851, 8267614.190650193), (198713.70571123797, 8267712.868472196), (198204.22173082893, 8268607.208595097)]"
31.1,"[(191256.79794562783, 8251833.370585918), (191445.6404575478, 8252759.306318941), (191415.14943195877, 8253485.861917296), (191318.86587358304, 8254210.279842323), (191150.98508697763, 8254915.668352024), (190928.4330635143, 8255602.827927026), (190704.75703903034, 8256288.320898135), (190481.93401815728, 8256971.822078447), (190320.08429733466, 8257469.515508374), (190158.113002, 8257954.6569), (189975.83727939124, 8259536.1152246585), (190386.0885230773, 8259625.9113715), (190998.65581809677, 8260109.029123186), (191892.44150292003, 8260487.3834104305), (190855.94944832928, 8251214.404782307), (190694.49736879935, 8250869.6775279315), (190419.48399788595, 8250477.586715073), (189949.4160248197, 8249929.2512346925), (189437.91596351782, 8249430.103429334), (188890.1566318338, 8248994.599498896), (188300.68073391475, 8248542.477459565), (187743.9766628799, 8248115.130409425), (187152.30493992753, 8247664.966504606)]"
31.2,"[(190209.03241758925, 8251451.811272773), (189644.98434749688, 8250625.3057868285), (189212.53851062065, 8250159.52345088), (188725.73440261654, 8249740.437633227), (188409.70275934873, 8249496.473861199), (188157.94256196212, 8249303.370406082), (187931.8346133458, 8249129.994791511), (187620.26233633162, 8248890.693980674), (187341.49559256263, 8248677.156034567), (187057.0262696956, 8248458.447896175), (186766.06940547808, 8248234.977890616), (186495.95887555182, 8248027.685981722), (186258.52351777864, 8247469.846344761), (187066.90910286494, 8246436.719396918), (187236.31073571387, 8246070.944026135), (187635.0724998038, 8246256.092421041), (188231.8159795534, 8246524.19988338), (192166.72688941157, 8248093.598784912), (192145.0975168586, 8249241.86989922), (192763.99986256368, 8249302.268670828), (193428.89483251853, 8249291.488594877), (194440.84010196885, 8249476.694277876), (194745.22975408615, 8249534.087075315), (195253.00355543, 8249412.848447149), (196123.86874555712, 8249839.367539692), (196626.94937568242, 8250502.724349937), (196314.8314548366, 8250645.008814211), (194305.32248767375, 8250905.641247721), (193340.70140134258, 8251203.0360055445), (192840.79309214067, 8251354.468923285), (191481.1210994869, 8251780.882194247)]"
0.642,"[(213451.06166909527, 8272075.015387684), (186053.45980903215, 8247516.6907029245), (212835.61724791338, 8271817.698398188), (186478.213095499, 8247963.161215253), (212822.00166093634, 8271491.821534927), (186762.4411187402, 8248181.764508706), (187048.12091666256, 8248401.114006185), (211921.62957945582, 8271488.631584399), (187334.40064350402, 8248620.817511386), (187619.6170199612, 8248839.826929897), (211476.26619366673, 8271728.726198793), (187904.54815834181, 8249058.772262901), (188192.48126662755, 8249279.0024988605), (210829.52612973424, 8272212.5155803), (188477.3206616452, 8249498.020824533), (188758.03647202376, 8249715.9946557), (189247.77280362791, 8250136.059374602), (189461.27315216162, 8250355.265685835), (189678.27090739994, 8250601.4844608875), (209956.86702172284, 8271891.864520598), (189902.2817381414, 8250871.52039122), (208851.5487068019, 8271236.697223076), (190579.7541188456, 8252484.453521726), (208047.76351736736, 8270767.421922927), (190619.17208496187, 8253196.441279561), (190585.00952220432, 8253553.594632948), (206682.90592115722, 8269957.447243901), (190473.57809777986, 8254256.165194158), (190217.61899194724, 8255131.630785237), (205512.53869643068, 8269283.559263669), (190103.35572551686, 8255484.904683626), (189995.57942850498, 8255813.307955481), (189876.18568335177, 8256181.438554192), (189772.80780796942, 8256499.775844228), (204272.20831486466, 8268671.095054243), (189651.87968091277, 8256865.893322604), (203914.935522242, 8268494.535402765), (189549.2737386107, 8257181.852199043), (189423.7273241693, 8257570.028224368), (203464.96611402812, 8268273.886657878), (189381.9833703522, 8258021.2960928595), (202893.6756388966, 8267990.993814243), (202487.76742592346, 8267793.400664886), (201595.09438313768, 8267407.761071854), (201229.69991175478, 8267205.520825903), (189665.9365442624, 8259477.400495834), (189392.45437412002, 8260098.612968974), (200461.04360293993, 8266794.840964316), (199963.9185797574, 8266549.114931036), (199608.64018424822, 8266383.159752676), (189663.21501402854, 8261033.821125584), (198154.6733928781, 8265608.274555073), (197341.20149803208, 8264988.305476395), (192315.21975504715, 8262818.36710995), (193004.38704442861, 8263189.776081482), (195610.47242729441, 8264215.703181763), (193584.09410389673, 8263419.413753274), (195354.0435751725, 8264097.391246586), (194756.92016968242, 8263892.090505521), (194227.91580158583, 8263736.007498219), (196082.19555351083, 8264286.51081983), (189095.56619191405, 8260728.656689658)]"
372.4,"[(162532.11422302714, 8241107.6575780185), (163384.63657956343, 8240720.960818381), (162943.46488045936, 8239948.18227561), (163666.26802272594, 8240654.486875939), (164257.93388010806, 8240312.301142921), (164644.0874541013, 8240505.7144842595), (164828.29835511546, 8241380.418669081), (165173.97843858652, 8241553.090934635), (165545.7672779808, 8241735.657710896), (165982.83519079065, 8241951.741703777), (166469.02115703252, 8242189.397905233), (166844.5927689012, 8242277.446266762), (167302.02795797779, 8242436.736181511), (167543.700588078, 8242571.531388712), (167974.3661591155, 8243128.910832122), (168532.68410328473, 8243455.0375761865), (168983.51849012845, 8243676.26267), (169246.7405181541, 8243811.34379576), (169663.22382979718, 8244142.166819119), (170012.55895493884, 8244388.042891935), (170292.98552428017, 8244524.848016619), (170563.86834073224, 8244659.556241067), (172511.09602615345, 8246406.161246395), (172318.3335164128, 8246641.17131905), (172089.56452803678, 8247236.786105577), (171755.14982920868, 8248186.343905344), (171616.62842386897, 8248602.137271491), (171509.23221357662, 8248902.54328689), (171363.70177431425, 8249309.170645634), (171225.97349194478, 8249704.930637629), (171065.1258090563, 8250163.931500069), (170513.50725335395, 8250200.410502344), (171417.7306288112, 8250197.711362275), (171655.88096494167, 8249510.875457735), (171872.21103248256, 8248885.9055177495), (172128.80831880632, 8248153.41065823), (172256.51735479492, 8247792.099760882), (172631.2698524732, 8246791.297296703), (172990.2873433683, 8246494.516128021), (173447.58660683376, 8246207.469302026), (173218.83150204303, 8245983.246493003), (172773.43654455084, 8246222.497612739), (171808.24866736843, 8245085.443324425), (171362.5646602703, 8245089.445970905), (164737.4043676908, 8241079.140682923)]"
183.6,"[(204909.83861080068, 8238778.965685713), (205217.26927831763, 8239378.2526777405), (204319.70298596704, 8238659.173307945), (204081.52177244326, 8238838.235741503), (203628.05087713496, 8238910.255192086), (203309.97163880308, 8238241.367273863), (202920.71705730015, 8237690.0835592), (203579.70332990907, 8239213.733514023), (203235.16375728697, 8239465.520191024), (202947.06063116575, 8239687.989137076), (202661.12559192994, 8239900.610849624), (202355.3423151984, 8240127.7864581365), (202066.05579604412, 8240344.800467283), (201661.5240683591, 8240473.606365394), (201110.5031629083, 8240617.293305836), (200680.6111245539, 8241064.517506396), (200039.06371054717, 8241266.160340446), (199568.6794112955, 8241412.617878754), (200003.06623985013, 8240763.2813099325), (199042.66564129025, 8241155.114187522), (198783.00505978707, 8241247.687562889), (198498.3990655591, 8241323.90530569), (197714.1683769832, 8242186.173514492), (197689.23207182554, 8242957.86165237), (197785.13665769272, 8243461.303860999), (197886.37380553747, 8243835.570617477), (197010.84995564428, 8244508.785456477), (196632.86653099261, 8244698.565022123), (197638.00298059778, 8244182.18786581)]"
2209.0,"[(183019.33551959004, 8242076.392379309), (183217.46713462757, 8243229.6526141185), (183417.6318117009, 8244619.437934198), (183487.62998690325, 8245140.249286765), (183840.46905478276, 8247335.230788747), (183925.38865388226, 8248133.209397481), (184012.9711692611, 8248658.751524101), (184094.86546488263, 8249225.540500749), (184665.66832935566, 8249748.282229931), (185661.6861806999, 8249988.6232047705), (186271.81214024406, 8250210.702254756), (186608.81198457707, 8250407.756892949), (187952.71876656773, 8251525.887085494), (188103.16034872946, 8252030.295186966), (188447.8285650903, 8252466.319771483), (188689.3180491896, 8252323.820497675), (186007.1579323302, 8250193.077461584)]"
180.6,"[(200466.76402783886, 8240557.275861588), (188739.5290032365, 8258122.98075948), (199296.12169213925, 8241065.848979144), (199034.11780789332, 8241128.799116238), (189285.61650584632, 8257858.764298311), (198783.00505978707, 8241247.687562889), (198498.3990655591, 8241323.90530569), (189406.00966588032, 8257490.907248838), (189510.99294595528, 8257168.520470135), (189629.4939881902, 8256805.2914250465), (189734.96094241293, 8256481.893770757), (197714.1683769832, 8242186.173514492), (189851.29972286883, 8256124.173616398), (189957.58434905877, 8255797.271529938), (197689.23207182554, 8242957.86165237), (190076.22523004655, 8255434.331641055), (190179.6754340932, 8255115.173147885), (197785.13665769272, 8243461.303860999), (190297.81348333115, 8254751.666301979), (197886.37380553747, 8243835.570617477), (190506.04257028562, 8253843.892649552), (190575.77520444727, 8253170.847098725), (190570.83115485572, 8252698.3407064015), (197740.23634222656, 8246516.213625845), (191433.309925872, 8251522.318732144), (197313.89879332634, 8247701.394483858), (192248.2845967843, 8251280.160657467), (192968.6177473792, 8251056.569322089), (196512.9960310925, 8249077.343373832), (193331.159927079, 8250944.680728183), (195658.0244821077, 8249561.389519616), (194309.4637950105, 8250875.231044563), (194991.68101481366, 8250027.107136078), (190700.7218567105, 8252055.426684973)]"
0.759,"[(191256.79794562783, 8251833.370585918), (202045.95874263713, 8255525.451532738), (190700.7218567105, 8252055.426684973), (202209.08158431522, 8256055.1726050135), (190579.7541188456, 8252484.453521726), (190619.17208496187, 8253196.441279561), (190585.00952220432, 8253553.594632948), (190473.57809777986, 8254256.165194158), (190217.61899194724, 8255131.630785237), (190103.35572551686, 8255484.904683626), (203773.90584933647, 8256416.989338335), (189995.57942850498, 8255813.307955481), (189876.18568335177, 8256181.438554192), (189772.80780796942, 8256499.775844228), (202886.28730857355, 8256071.863049958), (189651.87968091277, 8256865.893322604), (189549.2737386107, 8257181.852199043), (189423.7273241693, 8257570.028224368), (201560.51761123692, 8255544.8410151405), (189381.9833703522, 8258021.2960928595), (201033.19917219476, 8255463.201177285), (200303.10098524648, 8255590.674903774), (189975.83727939124, 8259536.1152246585), (190386.0885230773, 8259625.9113715), (198450.14493532214, 8256120.966113565), (198541.3057921257, 8256538.348488347), (190986.39756242317, 8259701.414103274), (197985.15817764067, 8256667.944435805), (197347.3893175985, 8257351.35998153), (191892.44150292003, 8260487.3834104305), (196490.9173278109, 8258000.582029413), (192657.1708341779, 8260298.710339286), (195993.46790423503, 8258409.512045537), (193389.34712112846, 8260097.953750296), (195558.16625502755, 8258818.9589155335), (194986.3898251841, 8259461.963976551), (194421.31966791573, 8259793.931382469), (196757.50372372998, 8257690.722880886)]"
812.1,"[(167084.4704350779, 8236100.279760331), (167362.99092332134, 8236699.501833074), (167594.65025166312, 8237028.5547446245), (167871.49396995624, 8237581.097976694), (168102.82913381397, 8237873.828990697), (168326.03651908552, 8238108.326540475), (169748.09233691776, 8238834.210817581), (170336.234822719, 8239059.387953835), (170682.05268206936, 8239176.864141415), (171095.97632132575, 8239278.696634096), (171438.76776323857, 8239224.915738591), (171740.31441613473, 8239243.238634301), (172100.79070723336, 8239364.083978523), (172477.4864965647, 8239488.681066937), (172706.77308561164, 8240335.718228771), (172437.5819072334, 8241164.540970024), (172153.8033256937, 8242008.400468973), (172421.7784901507, 8242621.478127198), (172707.54726062383, 8243192.377420536), (172585.88464340294, 8243685.465371808), (171833.5650333435, 8244239.877690308), (171375.9885803181, 8244285.930693108), (171154.9710903613, 8244559.298557567), (170886.3729490362, 8245098.8206141805), (170620.7960027199, 8245735.724394945), (170574.9849738335, 8246972.987474028), (169967.38112360513, 8246984.366845503), (169306.8157386504, 8246852.804164134), (168736.829993859, 8246656.755334705), (168409.66984644512, 8246493.728238771), (168065.0260184936, 8246683.878029943), (167883.1339435527, 8247004.195220447), (167599.0356698786, 8247513.685414513), (167160.8006082978, 8248304.731351359), (166836.33021199657, 8248878.829513305), (166534.09554276871, 8249414.971634845), (166234.01953099115, 8249951.375982796), (166090.8409909148, 8250204.987780811), (165932.93237444942, 8250489.30995035), (165084.08533273946, 8250493.431719881), (163956.74779346664, 8250064.882692116), (163592.91785522262, 8249947.446492892), (163042.95291331568, 8249773.373738671), (162406.18652367507, 8249728.259783675), (161502.12269079004, 8250867.543039295), (161336.6938858167, 8251228.706017818), (161590.38948492223, 8250422.947753993), (167980.54766440898, 8246255.994440573), (167902.42618261563, 8238072.453612367)]"
812.2,"[(172589.016404794, 8238478.786285509), (171840.4301577388, 8238620.523172268), (173792.62852484686, 8236865.135470762), (173605.86797802063, 8238405.142332826), (173552.112666213, 8238776.535278293), (173639.53730606363, 8240108.388266548), (173207.11211837776, 8240847.412493674), (172437.5819072334, 8241164.540970024), (172153.8033256937, 8242008.400468973), (172421.7784901507, 8242621.478127198), (172707.54726062383, 8243192.377420536), (172585.88464340294, 8243685.465371808), (171833.5650333435, 8244239.877690308), (171375.9885803181, 8244285.930693108), (171154.9710903613, 8244559.298557567), (170886.3729490362, 8245098.8206141805), (170620.7960027199, 8245735.724394945), (170574.9849738335, 8246972.987474028), (169967.38112360513, 8246984.366845503), (169306.8157386504, 8246852.804164134), (168736.829993859, 8246656.755334705), (168409.66984644512, 8246493.728238771), (168065.0260184936, 8246683.878029943), (167883.1339435527, 8247004.195220447), (167599.0356698786, 8247513.685414513), (167160.8006082978, 8248304.731351359), (166836.33021199657, 8248878.829513305), (166534.09554276871, 8249414.971634845), (166234.01953099115, 8249951.375982796), (166090.8409909148, 8250204.987780811), (165932.93237444942, 8250489.30995035), (165084.08533273946, 8250493.431719881), (163956.74779346664, 8250064.882692116), (163592.91785522262, 8249947.446492892), (163042.95291331568, 8249773.373738671), (162406.18652367507, 8249728.259783675), (161502.12269079004, 8250867.543039295), (161336.6938858167, 8251228.706017818), (161590.38948492223, 8250422.947753993), (167980.54766440898, 8246255.994440573), (172964.5164443286, 8241704.067877432), (172838.94191528298, 8238276.831456505)]"
0.807,"[(167084.4704350779, 8236100.279760331), (167362.99092332134, 8236699.501833074), (167594.65025166312, 8237028.5547446245), (167871.49396995624, 8237581.097976694), (168102.82913381397, 8237873.828990697), (168326.03651908552, 8238108.326540475), (169748.09233691776, 8238834.210817581), (170336.234822719, 8239059.387953835), (170682.05268206936, 8239176.864141415), (171095.97632132575, 8239278.696634096), (171438.76776323857, 8239224.915738591), (171740.31441613473, 8239243.238634301), (172100.79070723336, 8239364.083978523), (172477.4864965647, 8239488.681066937), (172713.58042065776, 8239609.0126049975), (167902.42618261563, 8238072.453612367)]"
0.332,"[(163635.74411198247, 8247124.67583759), (163928.99312722025, 8247824.426523619), (164151.49259454274, 8248264.775647671), (164342.67484581133, 8248477.222237373), (164644.22844475333, 8248535.227964131), (165386.78405433882, 8248163.018525976), (165714.13905307255, 8247841.055350019), (166434.68146012077, 8248243.55145258), (166787.63357594036, 8248438.830602573), (167121.25278159403, 8248628.567359627), (167570.70406640423, 8248875.5959754605), (167973.38038960562, 8249102.723645786), (168604.3541945825, 8247939.065436507), (168713.8356146246, 8247644.392267683), (168826.7563671955, 8247364.8435847005), (168736.829993859, 8246656.755334705), (168409.66984644512, 8246493.728238771), (169939.195217536, 8246900.011591148), (171404.94572179046, 8246742.039669225), (172273.02282735214, 8247272.85391079), (173444.38085549691, 8246640.051909759), (174062.632856961, 8245494.36206128), (174500.56658003043, 8244673.688267736), (174826.47083297872, 8244722.991807027), (175298.3487871613, 8244882.660072423), (175422.0333336598, 8244584.367039096), (175893.45439146133, 8243965.493125517), (176069.03474422288, 8243701.8234513635), (175891.32062316255, 8243128.858597013), (175620.05326857956, 8242997.569523794), (175272.86894943612, 8243348.21109428), (175094.64999496783, 8243672.022567281), (174816.28729673364, 8244189.565843885), (170769.124456879, 8246922.282605333)]"
364.2,"[(166726.2327209184, 8251286.343741453), (167150.30685306215, 8251032.697018248), (167432.88698211408, 8250839.433421526), (167696.1026876054, 8250662.89146385), (167985.8772829891, 8250467.449028386), (168806.80988978804, 8249846.982909839), (168699.0190743159, 8249545.4972434435), (167924.5568189979, 8249135.657345781), (167513.94090545987, 8248902.459380739), (167129.98229662742, 8248688.099414002), (166704.54659891274, 8248449.063461264), (166369.62132482906, 8248259.862841424), (165958.1504038848, 8248029.758322867), (165117.22569967207, 8247402.855079733), (164875.23943889973, 8247299.170812007), (164285.97842771222, 8246893.231240002)]"
0.023,"[(188739.5290032365, 8258122.98075948), (189493.21570434285, 8258200.299049987), (189994.3074499948, 8257918.399212594), (191195.70479527093, 8256729.632295212), (191418.43094070093, 8256043.022203985), (191641.23101275216, 8255360.600856469), (191739.2049889211, 8255050.697440404), (191837.3766581112, 8254684.322214607), (191923.40194752713, 8254271.309801895), (191981.83519651508, 8253892.5841361545), (192019.4669808585, 8253519.793717872), (192044.30461300386, 8253163.1688892925), (192092.68032669244, 8252624.283785263), (191998.43258927783, 8252085.662794854), (191272.4048863514, 8250818.269287441), (191225.63215564645, 8251734.843398984), (191445.6404575478, 8252759.306318941), (190855.94944832928, 8251214.404782307), (190398.22273079073, 8251234.720536792), (189644.98434749688, 8250625.3057868285), (189212.53851062065, 8250159.52345088), (188725.73440261654, 8249740.437633227), (188409.70275934873, 8249496.473861199), (188157.94256196212, 8249303.370406082), (187931.8346133458, 8249129.994791511), (187620.26233633162, 8248890.693980674), (187341.49559256263, 8248677.156034567), (187057.0262696956, 8248458.447896175), (186766.06940547808, 8248234.977890616), (186495.95887555182, 8248027.685981722), (186859.4487420359, 8247787.2824061215), (187391.1614323192, 8247249.513928405), (187468.46672980316, 8246924.362912458), (187130.385328626, 8246665.487405735), (186936.62651219548, 8245967.986220076), (187777.22917684593, 8247115.554698113), (188073.43749400997, 8247336.845239667), (188354.7380520248, 8247551.240781297), (188639.11304470076, 8247769.710370496), (189266.87700830537, 8248252.092649306), (189493.77450446098, 8248425.952241242), (189832.4585697588, 8248691.433567453), (190151.57857738528, 8248968.868507466), (190432.6087918833, 8249243.203872055), (190651.28187287977, 8249478.339037623), (191329.90682366345, 8250286.316728102), (191537.4200466294, 8250539.953993252), (191782.17526011408, 8250931.780813519), (190579.7541188456, 8252484.453521726), (190625.27193503163, 8252846.5954464935), (190619.17208496187, 8253196.441279561), (190585.00952220432, 8253553.594632948), (190473.57809777986, 8254256.165194158), (190322.66280183918, 8254809.044596968), (190217.61899194724, 8255131.630785237), (190103.35572551686, 8255484.904683626), (189995.57942850498, 8255813.307955481), (189876.18568335177, 8256181.438554192), (189772.80780796942, 8256499.775844228), (189651.87968091277, 8256865.893322604), (189863.91535777683, 8257358.114826019), (190562.974698101, 8257622.133851525), (190870.8127603947, 8257840.751985981), (190768.8575633553, 8258154.902378581)]"
761.2,"[(191225.63215564645, 8251734.843398984), (191433.309925872, 8251522.318732144), (201525.5071962654, 8255354.906054546), (192248.2845967843, 8251280.160657467), (201192.67654007446, 8255142.432494853), (201186.00728541665, 8254827.942185227), (201189.0860030583, 8254514.356009521), (192968.6177473792, 8251056.569322089), (193331.159927079, 8250944.680728183), (200856.54321469032, 8254658.050318531), (200646.35869982635, 8255167.976454443), (194309.4637950105, 8250875.231044563), (202050.47393638844, 8255303.736057398), (195017.21486398455, 8249953.177769543), (202149.93743432235, 8254532.146201262), (196486.38575385814, 8249057.564965221), (202438.4382179837, 8252838.548578775), (197263.56197022658, 8247706.0854176115), (197743.6739828502, 8247250.059487214), (198094.49743470957, 8247255.888379939), (198682.2423135317, 8247674.973165087), (198933.82780638683, 8247920.757075277), (200645.964806356, 8250818.936178273), (199310.93975304306, 8248287.963422853), (199521.22599708216, 8248639.073873356), (199882.1395653622, 8250154.459492747), (199432.39139832804, 8249696.607958136), (201865.58619388548, 8251766.60307277), (195658.0244821077, 8249561.389519616)]"
67.1,"[(215707.0098695791, 8271538.605651972), (215785.58633391326, 8271232.610880548), (215768.34168566088, 8270769.65066194), (215673.65192391368, 8270342.870144822), (215644.1005063884, 8264935.361153762), (215696.48885493976, 8269585.576047138), (215749.71793215506, 8269130.112744251), (216424.7935891825, 8265431.227204094), (215796.39330353943, 8268730.583464039), (215938.6222686523, 8267676.637205147), (216151.1103335946, 8266748.241080849), (215977.51064490166, 8267295.115483727), (215247.0988706941, 8270455.999560246), (215290.98070512927, 8270872.357562995)]"
197.7,"[(191225.63215564645, 8251734.843398984), (191433.309925872, 8251522.318732144), (204408.49042603705, 8238559.0635735765), (192248.2845967843, 8251280.160657467), (192968.6177473792, 8251056.569322089), (193331.159927079, 8250944.680728183), (194309.4637950105, 8250875.231044563), (203579.70332990907, 8239213.733514023), (195017.21486398455, 8249953.177769543), (203235.16375728697, 8239465.520191024), (196486.38575385814, 8249057.564965221), (202538.9239843397, 8241000.575462972), (202375.34150780737, 8241295.20172429), (201815.0490432856, 8240807.704422369), (197263.56197022658, 8247706.0854176115), (197017.27668226158, 8247344.327273127), (201110.5031629083, 8240617.293305836), (196417.35980707413, 8247301.1602017805), (200680.6111245539, 8241064.517506396), (200060.69863402058, 8241239.935545069), (195547.0240016399, 8246529.711244005), (199568.6794112955, 8241412.617878754), (195103.2454002183, 8246434.266134976), (194818.97189947582, 8246374.074299266), (194526.3227863054, 8246304.307623324), (194739.6844318034, 8245923.328171088), (195153.99035011497, 8245335.779187225), (197714.1683769832, 8242186.173514492), (195657.61333245467, 8245101.051662443), (197689.23207182554, 8242957.86165237), (196011.75688099314, 8244936.129845869), (197785.13665769272, 8243461.303860999), (196628.75318050277, 8244645.883289258), (197886.37380553747, 8243835.570617477), (197028.67001918633, 8244463.318216309), (197638.00298059778, 8244182.18786581), (198334.71244504617, 8241729.940016305), (195658.0244821077, 8249561.389519616), (204081.52177244326, 8238838.235741503)]"
522.1,"[(186053.45980903215, 8247516.6907029245), (187091.47953312186, 8246590.422577987), (187400.19606091466, 8246831.168458769), (187777.22917684593, 8247115.554698113), (188073.43749400997, 8247336.845239667), (188354.7380520248, 8247551.240781297), (188639.11304470076, 8247769.710370496), (189266.87700830537, 8248252.092649306), (189493.77450446098, 8248425.952241242), (189832.4585697588, 8248691.433567453), (190151.57857738528, 8248968.868507466), (190432.6087918833, 8249243.203872055), (190651.28187287977, 8249478.339037623), (191329.90682366345, 8250286.316728102), (191537.4200466294, 8250539.953993252), (191782.17526011408, 8250931.780813519), (191973.38287899268, 8251725.013153955), (192135.00906212113, 8252581.304611257), (192074.97714827166, 8253309.620867769), (192035.25653965323, 8253732.524981021), (191971.98681854992, 8254202.893147049), (191900.61144071643, 8254616.209708747), (192316.87476690835, 8254752.922866488), (192923.71111491494, 8255266.989633728), (192447.40446611476, 8255515.561719373), (192055.39206434012, 8255396.979787508), (191713.29462339863, 8255244.567091999), (191616.41593697545, 8255553.043078507), (191517.2354257574, 8255857.108656954), (191331.56084263817, 8256427.266792605), (191206.14437761452, 8256815.00218799), (190870.8127603947, 8257840.751985981), (190768.8575633553, 8258154.902378581), (189665.9365442624, 8259477.400495834), (189392.45437412002, 8260098.612968974), (189663.21501402854, 8261033.821125584), (192315.21975504715, 8262818.36710995), (193004.38704442861, 8263189.776081482), (193584.09410389673, 8263419.413753274), (193727.1263208466, 8263693.655327152), (194259.13468941912, 8264109.864153185), (194588.66263237217, 8264383.885470028), (195555.5071835632, 8265236.307002579), (195493.02622402518, 8265785.098464845), (195327.13624088024, 8266164.653420115), (195033.88609276086, 8266705.092522661), (194856.23126361283, 8267204.697777875), (194872.92712288818, 8267550.827179032), (194585.5112739752, 8268562.157518369), (194373.2070825966, 8269011.801611613), (195345.1584579366, 8268996.934607172), (195792.6596556079, 8269101.682523987), (196181.3799744029, 8269187.679241244), (196571.75206220424, 8269317.261251494), (196884.7780980831, 8269479.320577666), (197308.8204816868, 8269379.043909146), (197352.46081921097, 8269007.752526414), (197092.49372480455, 8268798.152756485), (197101.18631738186, 8268318.8932168465), (198781.2805423123, 8268206.972206837), (199196.43893176125, 8268124.494069352), (199487.99485398876, 8268213.3898342885), (199681.19366273, 8268517.080600402), (200157.25781222997, 8268427.756075161), (200664.10031937243, 8268331.477728311), (201104.3021705299, 8268269.5049205795), (201636.17255382153, 8267933.893746404), (202043.00401414995, 8268139.627598412), (202530.5605795905, 8268385.272495924), (202842.4939896562, 8268292.876252663)]"
0.965,"[(164248.41622186414, 8252014.863650273), (172694.38853213168, 8251256.026620022), (164736.9529165857, 8250743.09379497), (164906.10297035187, 8250321.250560145), (173508.6736991299, 8253320.252597763), (173685.61503451772, 8253970.861088552), (165352.01840243835, 8249174.756145568), (173702.7859903961, 8254479.329838737), (165583.91858964248, 8248572.441136882), (173702.51543652985, 8254966.880797385), (165797.88769172475, 8248057.083330935), (166434.68146012077, 8248243.55145258), (166787.63357594036, 8248438.830602573), (167121.25278159403, 8248628.567359627), (167570.70406640423, 8248875.5959754605), (167973.38038960562, 8249102.723645786), (168402.7399665194, 8249341.570707957), (169217.31393931631, 8249699.324035059), (169907.8670455879, 8249939.712230459), (170825.54281607995, 8250260.188197313), (171181.21195811767, 8250383.860882785), (171567.04638908323, 8250513.174571648), (172286.8178115528, 8250765.3682929315)]"
