Linha,Sentido,Paradas
124.6,CIRCULAR,"[[(183217.46713462757, 8243229.6526141185), 2648], [(183545.60191755072, 8244597.032017885), 1215], [(184224.71963642543, 8245058.2177680135), 1218], [(184220.66188073097, 8245658.851906408), 1226], [(183881.04444447876, 8245247.594078489), 1230], [(183496.51589736817, 8245069.230620267), 1235], [(183925.38865388226, 8248133.209397481), 3652], [(184012.9711692611, 8248658.751524101), 3654], [(184094.86546488263, 8249225.540500749), 3653], [(183880.95090067975, 8250566.059661404), 2215], [(183975.37012426648, 8251067.640989853), 7597], [(184079.53063784755, 8251423.611529592), 2237], [(184590.1531085154, 8250861.430040665), 1784], [(185594.0610785763, 8251120.828836195), 1803], [(185729.37857612778, 8251447.439903963), 1791], [(184588.89091296168, 8251608.719979984), 3658], [(183717.4670244973, 8247429.014406922), 3671], [(184014.10780849168, 8243095.064673046), 2616], [(183123.44723746812, 8242398.573448606), 2647]]"
0.851,VOLTA,"[[(188739.5290032365, 8258122.98075948), 6287], [(189493.21570434285, 8258200.299049987), 3470], [(190839.14862763733, 8257827.82893559), 3447], [(191195.70479527093, 8256729.632295212), 3448], [(191418.43094070093, 8256043.022203985), 3450], [(191641.23101275216, 8255360.600856469), 3452], [(191739.2049889211, 8255050.697440404), 3453], [(192447.40446611476, 8255515.561719373), 3423], [(192866.37049687494, 8254937.397287484), 3419], [(191923.40194752713, 8254271.309801895), 3455], [(191981.83519651508, 8253892.5841361545), 3456], [(192019.4669808585, 8253519.793717872), 3457], [(192044.30461300386, 8253163.1688892925), 3458], [(192092.68032669244, 8252624.283785263), 3459], [(191998.43258927783, 8252085.662794854), 3460], [(191896.1295499169, 8251749.522870702), 3461], [(192968.6177473792, 8251056.569322089), 3272], [(193331.159927079, 8250944.680728183), 3273], [(191756.77141613493, 8251331.695231052), 3292], [(191505.03985682336, 8250566.530774557), 3294], [(191196.47052916753, 8250197.192566121), 3295], [(190901.77366873264, 8249840.6683242265), 3296], [(190613.76176118143, 8249498.711043272), 3297], [(190401.97272769574, 8249272.406934383), 3298], [(190122.99210343335, 8249000.579292806), 3299], [(189808.0203541651, 8248723.000676388), 3300], [(189468.47485309705, 8248460.807828165), 3301], [(189193.60229672637, 8248248.901478907), 3302], [(188897.49908145063, 8248022.3757996345), 3303], [(188610.9092330374, 8247801.890554849), 3304], [(188326.66366865195, 8247583.862296303), 3305], [(188034.77346350625, 8247358.913678705), 3306], [(187756.51646532054, 8247145.821333963), 3307], [(187468.46672980316, 8246924.362912458), 3308], [(187130.385328626, 8246665.487405735), 3309], [(184909.3438694522, 8246151.048286001), 3674], [(183415.45866036508, 8245055.583311323), 2083], [(183338.61290390242, 8244588.7239051275), 2085], [(180824.56833699017, 8242760.547698428), 6062], [(179608.3399820652, 8242467.507273224), 6064], [(177836.0863683097, 8242279.173103978), 6069], [(177010.72857472504, 8242285.640347289), 1242], [(172421.7784901507, 8242621.478127198), 4031], [(172267.71130482055, 8242996.372078949), 4049], [(171553.50701368693, 8242871.359414223), 4051], [(171238.3594544995, 8242768.1933957), 4052], [(170917.94265585014, 8242660.19391011), 4053], [(170447.9202525281, 8242505.619722737), 4055], [(169842.2410789898, 8242305.4416670045), 4057], [(169029.22179985757, 8242117.550859027), 6859], [(168766.0881521628, 8241952.213454703), 4059], [(168448.04949582682, 8241765.782859517), 4060], [(168040.60242923524, 8241459.506949741), 7628], [(167570.01525445865, 8241227.052141832), 4063], [(167321.9382338674, 8241105.722990788), 4064], [(167024.71538171463, 8240911.264337678), 4065], [(166162.2787651837, 8240458.18413458), 4068], [(165740.8512594137, 8240247.846086671), 4069], [(165011.7699855303, 8239886.73700902), 4071]]"
330.1,IDA,"[[(161849.06869743133, 8249591.030158647), 1237], [(161502.12269079004, 8250867.543039295), 6996], [(161336.6938858167, 8251228.706017818), 1241], [(161590.38948492223, 8250422.947753993), 1239], [(162795.90454049886, 8249697.511922682), 1354], [(163315.50497529242, 8249841.006348928), 1373], [(163586.3965701007, 8249925.474610588), 1374], [(164021.57244963292, 8250051.9918182315), 1379], [(164528.04097211882, 8250217.507649342), 1380], [(164976.09906536742, 8250413.661474611), 1385], [(165557.27243591007, 8250694.631084983), 1044], [(165839.21651930694, 8250852.741194831), 1387], [(166320.5512731669, 8250697.253544065), 1457], [(166721.22385345376, 8250256.575698698), 1479], [(166947.03093152703, 8249956.260350267), 1480], [(167127.16159589688, 8249722.049369948), 1481], [(167329.99702268402, 8249457.8380680485), 1482], [(167719.85095387785, 8248870.374536079), 1628], [(168028.07268703796, 8248120.323157168), 1631], [(168141.35544201237, 8247828.62661875), 1632], [(168264.5660850986, 8247508.715410269), 1633], [(168406.63845269673, 8247143.857244533), 1634], [(168409.66984644512, 8246493.728238771), 1753], [(168773.60369073047, 8246586.27681718), 5207], [(171404.94572179046, 8246742.039669225), 5211], [(172310.74669121916, 8247263.91736058), 5183], [(172738.1688535731, 8247408.464401589), 5184], [(186271.81214024406, 8250210.702254756), 3714], [(186608.81198457707, 8250407.756892949), 3715], [(187258.2873948814, 8250804.915682307), 3717], [(187581.76651813288, 8251008.617888079), 3718], [(187952.71876656773, 8251525.887085494), 3719], [(188103.16034872946, 8252030.295186966), 3720], [(188198.7949011252, 8252338.239557435), 3721], [(188447.8285650903, 8252466.319771483), 3262], [(190625.27193503163, 8252846.5954464935), 3505], [(190619.17208496187, 8253196.441279561), 3506], [(190585.00952220432, 8253553.594632948), 3507], [(190473.57809777986, 8254256.165194158), 3509], [(190322.66280183918, 8254809.044596968), 3511], [(190217.61899194724, 8255131.630785237), 3512], [(190103.35572551686, 8255484.904683626), 3513], [(189995.57942850498, 8255813.307955481), 3514], [(189876.18568335177, 8256181.438554192), 3515], [(189772.80780796942, 8256499.775844228), 3516], [(189651.87968091277, 8256865.893322604), 3517], [(189549.2737386107, 8257181.852199043), 3518], [(189423.7273241693, 8257570.028224368), 3519], [(189381.9833703522, 8258021.2960928595), 3520], [(188527.5841133911, 8258097.535925634), 6289]]"
0.522,VOLTA,"[[(186053.45980903215, 8247516.6907029245), 3683], [(187091.47953312186, 8246590.422577987), 3314], [(187400.19606091466, 8246831.168458769), 3315], [(187777.22917684593, 8247115.554698113), 3316], [(188073.43749400997, 8247336.845239667), 3317], [(188354.7380520248, 8247551.240781297), 3318], [(188639.11304470076, 8247769.710370496), 3319], [(189266.87700830537, 8248252.092649306), 3320], [(189493.77450446098, 8248425.952241242), 3321], [(189832.4585697588, 8248691.433567453), 3322], [(190151.57857738528, 8248968.868507466), 3323], [(190432.6087918833, 8249243.203872055), 3324], [(190651.28187287977, 8249478.339037623), 3325], [(191537.4200466294, 8250539.953993252), 3328], [(191782.17526011408, 8250931.780813519), 3329], [(192248.2845967843, 8251280.160657467), 3269], [(192968.6177473792, 8251056.569322089), 3272], [(193331.159927079, 8250944.680728183), 3273], [(192074.97714827166, 8253309.620867769), 3433], [(192035.25653965323, 8253732.524981021), 3434], [(191971.98681854992, 8254202.893147049), 3435], [(192368.06408363255, 8254771.573265792), 3412], [(192940.55277804958, 8255291.051026197), 3420], [(192389.6594028919, 8255522.42894769), 3424], [(192037.60415580147, 8255418.025951248), 5377], [(191713.29462339863, 8255244.567091999), 3438], [(191616.41593697545, 8255553.043078507), 3439], [(191517.2354257574, 8255857.108656954), 3440], [(191331.56084263817, 8256427.266792605), 3442], [(191206.14437761452, 8256815.00218799), 3443], [(190870.8127603947, 8257840.751985981), 3444], [(190768.8575633553, 8258154.902378581), 3445], [(189641.2509800076, 8259333.669484495), 4583], [(189392.45437412002, 8260098.612968974), 4584], [(189663.21501402854, 8261033.821125584), 6100], [(193004.38704442861, 8263189.776081482), 4588], [(193584.09410389673, 8263419.413753274), 4587], [(194259.13468941912, 8264109.864153185), 4649], [(194588.66263237217, 8264383.885470028), 4650], [(195555.5071835632, 8265236.307002579), 4651], [(195033.88609276086, 8266705.092522661), 4654], [(194856.23126361283, 8267204.697777875), 4655], [(194872.92712288818, 8267550.827179032), 4656], [(194585.5112739752, 8268562.157518369), 4657], [(195345.1584579366, 8268996.934607172), 4864], [(195792.6596556079, 8269101.682523987), 4865], [(196181.3799744029, 8269187.679241244), 4866], [(196571.75206220424, 8269317.261251494), 4867], [(196884.7780980831, 8269479.320577666), 4868], [(197308.8204816868, 8269379.043909146), 4869], [(197352.46081921097, 8269007.752526414), 4912], [(197092.49372480455, 8268798.152756485), 4910], [(197189.76482016227, 8268175.061623087), 4917], [(197607.681740314, 8268208.476211157), 4919], [(199487.99485398876, 8268213.3898342885), 4858], [(199681.19366273, 8268517.080600402), 4838], [(200157.25781222997, 8268427.756075161), 4839], [(200664.10031937243, 8268331.477728311), 4840], [(201235.0036953875, 8268135.164859769), 7614], [(201773.56801000863, 8267979.951021172), 4925], [(202235.26649245748, 8268211.182054792), 4926], [(202557.17019322247, 8268377.6000208985), 4927], [(202873.3052904969, 8268273.789402058), 4931]]"
0.522,IDA,"[[(202945.4253968944, 8268132.778199255), 4930], [(202531.3632666946, 8268388.468929015), 7617], [(202043.00401414995, 8268139.627598412), 4933], [(201636.64088586325, 8267934.282321322), 4934], [(201229.53331217403, 8268292.703902614), 4923], [(200830.40535502008, 8268324.5249680225), 4843], [(200219.9973629405, 8268437.572939186), 4844], [(199866.3500796497, 8268503.22052278), 4845], [(199474.46091659568, 8268258.190953269), 4808], [(199196.43893176125, 8268124.494069352), 4854], [(198204.22173082893, 8268607.208595097), 6201], [(197864.0500603774, 8268702.759512003), 4872], [(197613.77130715037, 8268826.563826103), 7650], [(197702.01126055472, 8268325.323571558), 4903], [(197266.0152384115, 8269469.488458981), 4874], [(196901.8440979605, 8269537.71662176), 4875], [(196432.7257558721, 8269294.937557444), 4876], [(195803.66164291953, 8269137.6672715135), 4878], [(195265.09445338213, 8269016.4823915735), 4879], [(194813.4324813083, 8269047.426833618), 4880], [(194559.26601789222, 8268544.750002063), 4700], [(194836.31503656862, 8267611.293653052), 4701], [(194817.54400424915, 8267030.373925553), 4702], [(194962.09950898748, 8266743.379491164), 4703], [(195264.67680908763, 8266091.615867186), 4704], [(195473.45525085158, 8265754.175590543), 4705], [(195460.31851924193, 8265219.653786594), 4706], [(194475.75020257273, 8264340.4974735845), 4717], [(193702.82300805353, 8263718.071726772), 4719], [(192374.46986306232, 8262923.356036427), 4720], [(189095.56619191405, 8260728.656689658), 4721], [(189353.06836045306, 8260093.525008486), 4722], [(189607.8357205068, 8259315.595417249), 4723], [(190724.6049773864, 8258178.91170721), 3446], [(190839.14862763733, 8257827.82893559), 3447], [(191195.70479527093, 8256729.632295212), 3448], [(191418.43094070093, 8256043.022203985), 3450], [(191641.23101275216, 8255360.600856469), 3452], [(191739.2049889211, 8255050.697440404), 3453], [(192447.40446611476, 8255515.561719373), 3423], [(192866.37049687494, 8254937.397287484), 3419], [(191923.40194752713, 8254271.309801895), 3455], [(191981.83519651508, 8253892.5841361545), 3456], [(192019.4669808585, 8253519.793717872), 3457], [(192044.30461300386, 8253163.1688892925), 3458], [(192092.68032669244, 8252624.283785263), 3459], [(191998.43258927783, 8252085.662794854), 3460], [(191896.1295499169, 8251749.522870702), 3461], [(192968.6177473792, 8251056.569322089), 3272], [(193331.159927079, 8250944.680728183), 3273], [(191756.77141613493, 8251331.695231052), 3292], [(191505.03985682336, 8250566.530774557), 3294], [(191196.47052916753, 8250197.192566121), 3295], [(190901.77366873264, 8249840.6683242265), 3296], [(190613.76176118143, 8249498.711043272), 3297], [(190401.97272769574, 8249272.406934383), 3298], [(190122.99210343335, 8249000.579292806), 3299], [(189808.0203541651, 8248723.000676388), 3300], [(189468.47485309705, 8248460.807828165), 3301], [(189193.60229672637, 8248248.901478907), 3302], [(188897.49908145063, 8248022.3757996345), 3303], [(188610.9092330374, 8247801.890554849), 3304], [(188326.66366865195, 8247583.862296303), 3305], [(188034.77346350625, 8247358.913678705), 3306], [(187756.51646532054, 8247145.821333963), 3307], [(187468.46672980316, 8246924.362912458), 3308], [(187130.385328626, 8246665.487405735), 3309], [(186047.2431512495, 8247539.260541688), 3682]]"
0.54,CIRCULAR,"[[(201130.76538079558, 8267829.663434813), 4834], [(200219.9973629405, 8268437.572939186), 4844], [(199866.3500796497, 8268503.22052278), 4845], [(199474.46091659568, 8268258.190953269), 4808], [(199196.43893176125, 8268124.494069352), 4854], [(198204.22173082893, 8268607.208595097), 6201], [(197864.0500603774, 8268702.759512003), 4872], [(197613.77130715037, 8268826.563826103), 7650], [(197266.0152384115, 8269469.488458981), 4874], [(196901.8440979605, 8269537.71662176), 4875], [(196432.7257558721, 8269294.937557444), 4876], [(195803.66164291953, 8269137.6672715135), 4878], [(195265.09445338213, 8269016.4823915735), 4879], [(194813.4324813083, 8269047.426833618), 4880], [(193694.5075708875, 8269693.1846121745), 6220], [(192312.87826930732, 8272684.515073958), 4663], [(192077.81884433434, 8273022.886439222), 4664], [(191799.19412271873, 8273404.247926465), 4666], [(191725.76775685622, 8273790.347820372), 4667], [(192377.95173824107, 8274376.907028361), 4682], [(192873.64892470386, 8274654.823656176), 4683], [(193153.867451793, 8274755.287062843), 4684], [(193964.6695036022, 8275589.58485887), 6167], [(194198.32879702415, 8276546.981289147), 4685], [(203447.96299227886, 8281407.832684545), 6214], [(200354.34314914054, 8281725.771041255), 6153], [(196747.7308570706, 8281222.331211254), 6216], [(195850.2614286408, 8279021.670094445), 6165], [(194742.938173189, 8277285.227385283), 6163], [(200680.33404651016, 8267820.4284322085), 4832]]"
0.011,CIRCULAR,"[[(188739.5290032365, 8258122.98075948), 6287], [(189994.3074499948, 8257918.399212594), 3471], [(190562.974698101, 8257622.133851525), 3485], [(191195.70479527093, 8256729.632295212), 3448], [(191418.43094070093, 8256043.022203985), 3450], [(191923.40194752713, 8254271.309801895), 3455], [(191981.83519651508, 8253892.5841361545), 3456], [(192092.68032669244, 8252624.283785263), 3459], [(191998.43258927783, 8252085.662794854), 3460], [(191896.1295499169, 8251749.522870702), 3461], [(192968.6177473792, 8251056.569322089), 3272], [(193331.159927079, 8250944.680728183), 3273], [(191756.77141613493, 8251331.695231052), 3292], [(191272.4048863514, 8250818.269287441), 3583], [(191445.6404575478, 8252759.306318941), 3464], [(191168.24305061912, 8252102.717244934), 3482], [(190778.48545858043, 8250738.399985181), 3331], [(190339.19186917206, 8250158.159353192), 3332], [(189850.79159781872, 8249618.687972108), 3333], [(189308.94034540458, 8249139.615705596), 3334], [(188738.3045371996, 8248699.644877127), 3335], [(188166.29980092726, 8248260.562733218), 3336], [(187592.12718196292, 8247820.841241506), 3337], [(187239.37949433128, 8247550.316022432), 3338], [(185482.7072158614, 8243335.96123053), 2485], [(186095.73993701203, 8243152.267226573), 2486], [(186411.3657160156, 8243177.017434995), 2487], [(186935.58229464298, 8243033.522822017), 2488], [(187056.97076755547, 8243358.398470282), 2496], [(186422.9421998161, 8244498.278010131), 2502], [(187110.2647808053, 8246459.027582086), 3281], [(191782.17526011408, 8250931.780813519), 3329], [(189863.91535777683, 8257358.114826019), 3495], [(189423.7273241693, 8257570.028224368), 3519], [(189381.9833703522, 8258021.2960928595), 3520]]"
0.255,VOLTA,"[[(166726.2327209184, 8251286.343741453), 5084], [(167150.30685306215, 8251032.697018248), 5066], [(167432.88698211408, 8250839.433421526), 5067], [(167696.1026876054, 8250662.89146385), 5068], [(167985.8772829891, 8250467.449028386), 5069], [(168497.26233953852, 8250123.951210646), 5071], [(168806.80988978804, 8249846.982909839), 5072], [(169217.31393931631, 8249699.324035059), 5088], [(169484.40436272364, 8249791.060906599), 5089], [(169907.8670455879, 8249939.712230459), 5090], [(170226.53843609188, 8250051.324065622), 5091], [(170825.54281607995, 8250260.188197313), 5094], [(171181.21195811767, 8250383.860882785), 5095], [(171417.7306288112, 8250197.711362275), 5009], [(171655.88096494167, 8249510.875457735), 5011], [(171872.21103248256, 8248885.9055177495), 5013], [(172128.80831880632, 8248153.41065823), 5015], [(172256.51735479492, 8247792.099760882), 5016], [(172631.2698524732, 8246791.297296703), 5062], [(172990.2873433683, 8246494.516128021), 5063], [(173827.9658178325, 8245926.166789547), 4966], [(174062.632856961, 8245494.36206128), 4967], [(174210.3143055709, 8245223.8603805145), 4968], [(174500.56658003043, 8244673.688267736), 4969], [(174760.19930944435, 8244190.668442562), 4970], [(175092.26215856295, 8243573.707185585), 4972], [(172393.8540845865, 8241149.906111009), 3789], [(172815.7754066271, 8239863.169477974), 3793], [(173034.08331087715, 8239196.03998508), 3794], [(173181.65206804988, 8238747.185930406), 3795], [(173356.52518303972, 8238205.348708259), 3796], [(173493.92831589852, 8237781.643288952), 7870], [(173597.0636391866, 8237464.682532362), 7871], [(173792.62852484686, 8236865.135470762), 3799], [(174107.5030779597, 8235903.098290109), 3800], [(174254.4523430603, 8235485.370914842), 3801], [(174956.9887821722, 8234409.870646324), 3803], [(175212.76384677767, 8234107.664534399), 6351], [(175452.10679829516, 8233824.58943127), 3804], [(175725.7476318578, 8233504.654618816), 7684], [(176082.10597151652, 8233082.072614899), 3806], [(176267.77083503472, 8232863.979566005), 7670], [(180336.6872083858, 8229598.539662316), 7567], [(180104.73050236038, 8228349.506029504), 4252], [(179757.90965976252, 8228274.763344167), 4253], [(179417.07057680778, 8228204.623617143), 4254], [(179068.45493785624, 8228122.198534473), 4255], [(178782.84433980758, 8228023.049438803), 4256], [(178470.41190135042, 8227865.930673392), 4257], [(177987.93411655317, 8227609.644041066), 4258], [(177682.34652425803, 8227395.453459278), 4259], [(177343.76706250705, 8227161.085185335), 4260], [(176904.11687084555, 8226778.253122693), 4263], [(176383.23546254303, 8226407.941008021), 4265], [(176120.98815185548, 8226230.687494107), 4266], [(175550.89203686465, 8225699.991200426), 4269], [(175381.89049017255, 8225370.083240268), 4270], [(175301.70467366197, 8225068.231176083), 4271], [(175283.44605579483, 8224564.116236494), 4272], [(175292.19347276085, 8223842.985290451), 4274], [(175775.92170007847, 8223720.729186565), 4320]]"
501.4,VOLTA,"[[(201402.28231124312, 8267949.419415804), 4922], [(201229.53331217403, 8268292.703902614), 4923], [(200830.40535502008, 8268324.5249680225), 4843], [(200219.9973629405, 8268437.572939186), 4844], [(199866.3500796497, 8268503.22052278), 4845], [(199474.46091659568, 8268258.190953269), 4808], [(199196.43893176125, 8268124.494069352), 4854], [(198204.22173082893, 8268607.208595097), 6201], [(197864.0500603774, 8268702.759512003), 4872], [(197613.77130715037, 8268826.563826103), 7650], [(197702.01126055472, 8268325.323571558), 4903], [(197266.0152384115, 8269469.488458981), 4874], [(196901.8440979605, 8269537.71662176), 4875], [(196432.7257558721, 8269294.937557444), 4876], [(195803.66164291953, 8269137.6672715135), 4878], [(195265.09445338213, 8269016.4823915735), 4879], [(194813.4324813083, 8269047.426833618), 4880], [(194559.26601789222, 8268544.750002063), 4700], [(194836.31503656862, 8267611.293653052), 4701], [(194817.54400424915, 8267030.373925553), 4702], [(194962.09950898748, 8266743.379491164), 4703], [(195264.67680908763, 8266091.615867186), 4704], [(195473.45525085158, 8265754.175590543), 4705], [(195460.31851924193, 8265219.653786594), 4706], [(194475.75020257273, 8264340.4974735845), 4717], [(193702.82300805353, 8263718.071726772), 4719], [(192374.46986306232, 8262923.356036427), 4720], [(189095.56619191405, 8260728.656689658), 4721], [(189353.06836045306, 8260093.525008486), 4722], [(189607.8357205068, 8259315.595417249), 4723], [(189994.3074499948, 8257918.399212594), 3471], [(190095.61755751708, 8257604.519035723), 3472], [(190317.96380669097, 8256920.718193088), 3473], [(190543.73389733428, 8256226.53369567), 3474], [(190764.8297351453, 8255549.139404631), 3475], [(190986.1603798347, 8254862.241900344), 3476], [(191154.22959420964, 8254168.343725176), 3477], [(191246.79893305336, 8253468.299022499), 3478], [(191279.42207474765, 8253033.223491227), 3479], [(191168.24305061912, 8252102.717244934), 3482], [(190694.49736879935, 8250869.6775279315), 3372], [(190419.48399788595, 8250477.586715073), 3375], [(189782.14187931633, 8249747.838765319), 3381], [(189437.91596351782, 8249430.103429334), 3383], [(188890.1566318338, 8248994.599498896), 3387], [(188300.68073391475, 8248542.477459565), 3391], [(187743.9766628799, 8248115.130409425), 3394], [(186971.82094157045, 8247521.665857802), 3399], [(186047.2431512495, 8247539.260541688), 3682]]"
949.1,CIRCULAR,"[[(164248.41622186414, 8252014.863650273), 1412], [(164781.81125946424, 8252124.397128671), 8029], [(165282.86387089372, 8251933.352646167), 1441], [(165606.83098800643, 8251092.825081741), 1444], [(165839.21651930694, 8250852.741194831), 1387], [(166726.2327209184, 8251286.343741453), 5084], [(167150.30685306215, 8251032.697018248), 5066], [(167432.88698211408, 8250839.433421526), 5067], [(167696.1026876054, 8250662.89146385), 5068], [(167985.8772829891, 8250467.449028386), 5069], [(168980.0557728733, 8249537.863369985), 5143], [(170226.53843609188, 8250051.324065622), 5091], [(170825.54281607995, 8250260.188197313), 5094], [(171417.7306288112, 8250197.711362275), 5009], [(174013.58691474763, 8245680.391618949), 4983], [(173865.10483866397, 8245983.241128114), 4984], [(174552.39674004118, 8246649.286391463), 5316], [(174810.55592765228, 8246450.654698132), 5315], [(176154.42684249787, 8246294.672580455), 5318], [(176493.98944863357, 8246450.275775477), 5320], [(177218.82606598712, 8246748.751987785), 5323], [(177633.33320248348, 8246715.7055478385), 6687], [(178288.2547297885, 8246580.741809262), 2169], [(178487.44136454424, 8246136.0722632855), 2170], [(178618.90213379558, 8245847.77498337), 2171], [(178916.26859000756, 8245372.655139156), 2172], [(179363.26385929168, 8244930.795374995), 2173], [(178958.51832146815, 8244655.622625953), 7695], [(177429.82917544467, 8243224.590783891), 5378], [(176956.80854853115, 8242839.882814601), 5375], [(177814.11137361612, 8242460.339899439), 6887], [(176551.6571443196, 8243340.171263603), 5362], [(175891.32062316255, 8243128.858597013), 5338], [(175620.05326857956, 8242997.569523794), 5339], [(175094.64999496783, 8243672.022567281), 4977], [(174816.28729673364, 8244189.565843885), 7836], [(174492.16396236274, 8244792.828088546), 4981], [(173594.09581573817, 8246577.49926223), 4987], [(173218.83150204303, 8245983.246493003), 5041], [(172773.43654455084, 8246222.497612739), 5044], [(172511.09602615345, 8246406.161246395), 5045], [(172318.3335164128, 8246641.17131905), 5047], [(172089.56452803678, 8247236.786105577), 5019], [(171755.14982920868, 8248186.343905344), 5022], [(171363.70177431425, 8249309.170645634), 5025], [(171225.97349194478, 8249704.930637629), 5029], [(169741.4361865971, 8249931.398418554), 5108], [(169282.38548958345, 8249774.499381668), 5109], [(168761.14769218597, 8249970.440259308), 5074]]"
